index,우편번호,실시간빠른길,편한길,최적경로,무료우선,second_highest,주소
9122,14966,13.32,13.63,13.32,13.32,13.32,경기도 시흥시 월곶중앙로30번안길 23
9123,14967,13.31,13.31,13.31,13.31,13.31,경기도 시흥시 월곶중앙로 11
9124,14968,13.37,13.37,13.37,13.37,13.37,경기도 시흥시 월곶중앙로14번길 42
9125,14969,18.57,18.57,18.57,15.15,18.57,경기도 시흥시 소래로 18
9126,14970,13.52,13.52,13.52,13.52,13.52,경기도 시흥시 범말길 21
9127,14971,13.95,13.95,13.95,13.95,13.95,경기도 시흥시 섬말길 42
9128,14972,11.03,11.03,11.03,11.03,11.03,경기도 시흥시 시흥대로 694
9129,14973,14.12,14.12,14.12,14.12,14.12,경기도 시흥시 동서로707번길 15
9130,14974,11.46,11.46,11.46,11.46,11.46,경기도 시흥시 하중로173번길 5
9131,14975,10.84,10.84,10.84,10.84,10.84,경기도 시흥시 하중로 116
9132,14976,11.46,11.46,11.46,11.46,11.46,경기도 시흥시 하중로173번길 5
9133,14977,12.95,12.95,12.95,12.95,12.95,경기도 시흥시 관곡지로 222
9134,14978,12.37,12.37,12.37,12.37,12.37,경기도 시흥시 하중로 285
9135,14979,13.23,13.23,13.23,13.23,13.23,경기도 시흥시 연성로156번길 18
9136,14980,11.33,11.33,11.33,11.33,11.33,경기도 시흥시 금화로617번길 23
9137,14981,12.4,14.82,12.4,12.4,12.4,경기도 시흥시 금화로 488
9138,14982,13.01,11.26,13.01,13.01,13.01,경기도 시흥시 수인로2431번길 19
9139,14983,12.26,12.26,12.26,17.2,12.26,경기도 시흥시 수인로2431번길 36
9140,14984,13.71,11.96,13.71,13.71,13.71,경기도 시흥시 동서로 1115
9141,14985,14.64,12.9,14.64,14.64,14.64,경기도 시흥시 솔고개길 4
9142,14986,15.15,13.4,13.4,13.4,13.4,경기도 시흥시 수풀안길 14
9143,14987,15.19,13.44,13.44,13.44,13.44,경기도 시흥시 목감우회로 100
9144,14988,17.11,14.68,17.11,17.11,17.11,경기도 시흥시 목감둘레로 99
9145,14989,16.46,16.46,16.46,16.46,16.46,경기도 시흥시 목감남서로 68
9146,14990,14.56,14.56,14.56,14.56,14.56,경기도 시흥시 동서로 780
9147,14991,14.09,14.09,14.09,14.09,14.09,경기도 시흥시 시흥대로412번길 79
9148,14992,14.36,14.36,14.36,14.36,14.36,경기도 시흥시 시흥대로412번길 144
9149,14993,13.86,13.86,13.86,13.86,13.86,경기도 시흥시 동서로 702
9150,14994,13.44,13.44,13.44,13.44,13.44,경기도 시흥시 시흥대로 404
9151,14995,14.54,14.54,14.54,14.54,14.54,경기도 시흥시 승지로60번길 28
9152,14996,14.11,14.11,14.11,14.11,14.11,경기도 시흥시 황고개로 530
9153,14997,14.85,14.85,14.85,14.85,14.85,경기도 시흥시 시흥대로 219
9154,14998,12.44,12.44,12.44,12.44,12.44,경기도 시흥시 시흥대로 467
9155,14999,14.26,14.26,14.26,14.26,14.26,경기도 시흥시 능곡군자1길 55
9156,15000,16.63,16.63,16.63,16.63,16.63,경기도 시흥시 황고개로293번길 24
9157,15001,14.86,14.94,14.86,14.86,14.86,경기도 시흥시 마전로 469
9158,15002,14.27,14.27,14.27,14.27,14.27,경기도 시흥시 장곡로49번길 15
9159,15003,17.13,17.13,17.13,17.13,17.13,경기도 시흥시 사미길 90
9160,15004,16.51,16.51,16.51,16.51,16.51,경기도 시흥시 군자로 247
9161,15005,14.79,14.79,14.79,14.79,14.79,경기도 시흥시 월곶고잔3길 57
9162,15006,14.39,14.85,14.39,14.39,14.39,경기도 시흥시 군자로 56
9163,15007,14.96,14.96,14.96,14.96,14.96,경기도 시흥시 뒷방울길 56
9164,15008,15.91,20.24,15.91,15.91,15.91,경기도 시흥시 서해안로736번길 22
9165,15009,16.11,16.11,16.11,16.11,16.11,경기도 시흥시 봉화로143번길 8
9166,15010,14.27,14.27,14.27,14.27,14.27,경기도 시흥시 배곧5로 66
9167,15011,16.14,16.14,16.14,16.14,16.14,경기도 시흥시 서울대학로264번길 50
9168,15012,18.13,18.13,18.13,18.13,18.13,경기도 시흥시 서울대학로 59
9169,15013,19.49,19.49,19.49,19.49,19.49,경기도 시흥시 오이도로 58
9170,15014,19.68,19.68,19.68,19.68,19.68,경기도 시흥시 오이도로 49
9171,15015,20.75,20.47,20.47,20.47,20.47,경기도 시흥시 오이도중앙로6번길 4
9172,15016,20.85,20.85,20.85,20.85,20.85,경기도 시흥시 오이도로 332
9173,15017,17.16,17.16,17.16,17.16,17.16,경기도 시흥시 함송로29번길 67
9174,15018,16.86,16.86,16.86,16.86,16.86,경기도 시흥시 아랫평안길 130
9175,15019,17.26,17.26,17.26,17.26,17.26,경기도 시흥시 역전로 435
9176,15020,18.17,16.13,18.17,18.17,18.17,경기도 시흥시 함송로14번길 13
9177,15021,18.41,16.63,18.41,18.41,18.41,경기도 시흥시 정왕신길로49번길 19
9178,15022,18.48,16.7,18.48,18.48,18.48,경기도 시흥시 옥구천동로 433
9179,15023,18.67,18.67,18.67,18.67,18.67,경기도 시흥시 역전로 375
9180,15024,17.58,17.58,17.58,17.58,17.58,경기도 시흥시 마유로443번길 35
9181,15025,17.62,17.62,17.62,17.62,17.62,경기도 시흥시 마유로 403
9182,15026,18.72,18.72,18.72,18.72,18.72,경기도 시흥시 역전로 351
9183,15027,19.2,19.2,19.2,19.2,19.2,경기도 시흥시 옥구천동로 434
9184,15028,19.36,19.36,19.36,19.36,19.36,경기도 시흥시 정왕신길로49번길 8
9185,15029,19.8,17.45,19.8,19.8,19.8,경기도 시흥시 정왕대로53번길 5
9186,15030,19.34,17.19,19.34,19.34,19.34,경기도 시흥시 정왕대로53번길 38
9187,15031,19.02,19.02,19.02,19.02,19.02,경기도 시흥시 정왕대로117번길 9
9188,15032,18.76,18.95,18.76,18.76,18.76,경기도 시흥시 정왕대로117번길 26
9189,15033,18.46,18.46,18.46,18.46,18.46,경기도 시흥시 정왕대로143번길 32
9190,15034,18.54,18.54,18.54,18.54,18.54,경기도 시흥시 정왕신길로 166
9191,15035,18.2,18.2,18.2,18.2,18.2,경기도 시흥시 옥구천동로374번길 88
9192,15036,18.86,18.86,18.86,18.86,18.86,경기도 시흥시 서촌상가4길 8
9193,15037,18.94,18.43,18.94,18.94,18.94,경기도 시흥시 중심상가로 128
9194,15038,19.56,19.55,19.56,19.56,19.56,경기도 시흥시 정왕대로118번길 33
9195,15039,19.41,19.42,19.41,19.41,19.41,경기도 시흥시 중심상가로 73
9196,15040,19.86,18.07,19.86,19.86,19.86,경기도 시흥시 옥구상가4길 16
9197,15041,20.16,17.79,20.16,20.16,20.16,경기도 시흥시 정왕대로28번길 29
9198,15042,15.95,15.95,15.95,15.95,15.95,경기도 시흥시 봉화로193번길 19
9199,15043,15.54,15.54,15.54,15.54,15.54,경기도 시흥시 봉화로193번길 88
9200,15044,16.38,16.38,16.38,16.38,16.38,경기도 시흥시 죽율로 201
9201,15045,16.73,16.73,16.73,16.73,16.73,경기도 시흥시 군자로 380
9202,15046,17.18,17.18,17.18,17.18,17.18,경기도 시흥시 봉화로 343
9203,15047,16.76,16.76,16.76,16.76,16.76,경기도 시흥시 봉우재로 195
9204,15048,16.23,16.23,16.23,16.23,16.23,경기도 시흥시 봉화로 242
9205,15049,17.86,17.86,17.86,17.86,17.86,경기도 시흥시 오동마을로45번길 43
9206,15050,18.51,18.51,18.51,18.51,18.51,경기도 시흥시 오동마을로 81
9207,15051,19.67,19.67,19.67,19.67,19.67,경기도 시흥시 큰솔로56번길 10
9208,15052,18.87,18.87,18.87,18.87,18.87,경기도 시흥시 정왕천로449번길 7
9209,15053,18.06,18.06,18.06,18.06,18.06,경기도 시흥시 봉우재로69번길 16
9210,15054,18.22,18.22,18.22,18.22,18.22,경기도 시흥시 다솜마을2길 28
9211,15055,18.22,18.22,18.22,18.22,18.22,경기도 시흥시 마유로 360
9212,15056,18.93,18.93,18.93,18.93,18.93,경기도 시흥시 봉우재로11번길 24
9213,15057,19.39,19.3,19.39,19.39,19.39,경기도 시흥시 정왕천로375번길 56
9214,15058,19.33,19.33,19.33,19.33,19.33,경기도 시흥시 정왕천로369번길 7
9215,15059,19.21,19.21,19.21,19.21,19.21,경기도 시흥시 정왕대로337번길 32
9216,15060,20.04,20.04,20.04,20.04,20.04,경기도 시흥시 큰솔로12번길 14
9217,15061,20.22,20.22,20.22,20.22,20.22,경기도 시흥시 역전로 4
9218,15062,20.31,20.31,20.31,20.31,20.31,경기도 시흥시 평안상가5길 15
9219,15063,19.45,19.99,19.45,19.45,19.45,경기도 시흥시 정왕대로298번길 15
9220,15064,19.57,20.28,19.57,19.57,19.57,경기도 시흥시 옥구공원로 287
9221,15065,18.97,18.97,18.97,18.97,18.97,경기도 시흥시 중심상가로 228
9222,15066,18.74,18.74,18.74,18.74,18.74,경기도 시흥시 중심상가로 202
9223,15067,17.66,17.66,17.66,17.66,17.66,경기도 시흥시 황고개로 205
9224,15068,18.41,18.41,18.41,18.41,18.41,경기도 시흥시 군자로481번길 12
9225,15069,18.25,19.33,18.25,18.25,18.25,경기도 시흥시 도일로112번길 6
9226,15070,18.02,19.44,18.02,18.02,18.02,경기도 시흥시 도일로 129
9227,15071,18.2,19.87,18.2,18.2,18.2,경기도 시흥시 한우물로21번길 2
9228,15072,17.8,17.8,17.8,17.8,17.8,경기도 시흥시 군자로466번길 20
9229,15073,19.57,19.57,19.57,19.57,19.57,경기도 시흥시 경기과기대로 283
9230,15074,22.32,21.12,22.32,22.32,22.32,경기도 시흥시 만해로 43
9231,15075,22.59,26.99,22.59,22.59,22.59,경기도 시흥시 공단1대로379번안길 49
9232,15076,20.9,21.61,20.9,20.9,20.9,경기도 시흥시 공단1대로379번길 18
9233,15077,20.9,21.61,20.9,20.9,20.9,경기도 시흥시 공단1대로379번길 17
9234,15078,20.8,20.8,20.8,20.8,20.8,경기도 시흥시 마유로238번길 103
9235,15079,19.39,19.39,19.39,19.39,19.39,경기도 시흥시 마유로 230
9236,15080,20.7,18.02,20.7,20.7,20.7,경기도 시흥시 산기대학로 29
9237,15081,20.32,20.31,20.32,20.32,20.32,경기도 시흥시 산기대학로 115
9238,15082,19.16,19.16,19.16,19.16,19.16,경기도 시흥시 산기대학로 197
9239,15083,19.79,19.79,19.79,19.79,19.79,경기도 시흥시 군자천로 219
9240,15084,19.77,18.98,19.77,19.77,19.77,경기도 시흥시 희망공원로 249
9241,15085,20.54,18.59,20.54,20.54,20.54,경기도 시흥시 공단1대로79번길 47
9242,15086,21.42,18.94,21.42,21.42,21.42,경기도 시흥시 공단1대로27번길 8
9243,15087,19.11,19.11,19.11,19.11,19.11,경기도 시흥시 공단1대로 46
9244,15088,19.73,19.73,19.73,19.73,19.73,경기도 시흥시 협력로 180
9245,15089,21.06,21.06,21.06,21.06,21.06,경기도 시흥시 공단1대로132번길 47
9246,15090,20.26,20.3,20.26,20.26,20.26,경기도 시흥시 공단1대로 190
9247,15091,20.55,21.06,20.55,20.55,20.55,경기도 시흥시 군자천로 149
9248,15092,21.77,20.1,21.77,21.77,21.77,경기도 시흥시 옥구천동로 114
9249,15093,21.71,19.92,21.71,21.71,21.71,경기도 시흥시 소망공원로 102
9250,15094,19.24,19.24,19.24,19.24,19.24,경기도 시흥시 공단1대로28번길 53
9251,15095,20.48,20.48,20.48,20.48,20.48,경기도 시흥시 공단2대로 43
9252,15096,20.83,23.14,20.83,20.83,20.83,경기도 시흥시 협력로 90
9253,15097,21.36,21.36,21.36,21.36,21.36,경기도 시흥시 희망공원로 83
9254,15098,21.8,21.8,21.8,21.8,21.8,경기도 시흥시 공단2대로 175
9255,15099,20.16,20.16,20.16,20.16,20.16,경기도 시흥시 공단2대로 14
9256,15100,21.02,21.02,21.02,21.02,21.02,경기도 시흥시 공단2대로76번길 20
9257,15101,22.09,21.56,22.09,22.09,22.09,경기도 시흥시 공단2대로140번길 13
9258,15102,21.98,22,21.98,21.98,21.98,경기도 시흥시 공단2대로 180
9259,15103,19.94,19.94,19.94,19.94,19.94,경기도 시흥시 공단1대로 256
9260,15104,20.94,20.94,20.94,20.94,20.94,경기도 시흥시 소망공원로 267
9261,15105,20.84,20.84,20.84,20.84,20.84,경기도 시흥시 공단1대로322번길 30
9262,15106,20.87,20.87,20.87,20.87,20.87,경기도 시흥시 마유로186번길 106
9263,15107,21.51,21.98,21.51,21.51,21.51,경기도 시흥시 마유로118번길 103
9264,15108,20.9,20.9,20.9,20.9,20.9,경기도 시흥시 소망공원로 308
9265,15109,20.51,20.51,20.51,20.51,20.51,경기도 시흥시 소망공원로 260
9266,15110,20.98,20.98,20.98,20.98,20.98,경기도 시흥시 마유로118번길 29
9267,15111,21.36,21.36,21.36,21.36,21.36,경기도 시흥시 마유로 90
9268,15112,21.03,21.03,21.03,21.03,21.03,경기도 시흥시 공단1대로260번길 111
9269,15113,21.97,21.97,21.97,21.97,21.97,경기도 시흥시 마유로82번길 70
9270,15114,22.34,22.34,22.34,22.34,22.34,경기도 시흥시 정왕천로 65
9271,15115,22.3,22.3,22.3,22.3,22.3,경기도 시흥시 공단2대로 340
9272,15116,21.76,21.76,21.76,21.76,21.76,경기도 시흥시 마유로10번길 7
9273,15117,22.94,22.94,22.94,22.94,22.94,경기도 시흥시 시화호수로 310
9274,15118,23.2,23.2,23.2,23.2,23.2,경기도 시흥시 시화호수전원2길 51
9275,15119,22.93,22.93,22.93,22.93,22.93,경기도 시흥시 거북섬1로 7
9276,15120,4.48,4.48,4.48,4.48,4.48,경기도 시흥시 수도권제1순환고속도로 96
9277,15121,13.39,13.39,13.39,13.39,13.39,경기도 시흥시 장현천로 55
9278,15200,15.82,15.82,15.82,15.82,15.82,경기도 안산시 상록구 지장골길 32
9279,15201,15.85,15.85,15.85,15.85,15.85,경기도 안산시 상록구 수암3길 46
9280,15202,15.72,15.72,15.72,15.72,15.72,경기도 안산시 상록구 원당골1길 14
9281,15203,15.2,15.2,15.2,15.2,15.2,경기도 안산시 상록구 수인로 2019
9282,15204,15.47,15.47,15.47,15.47,15.47,경기도 안산시 상록구 장하로 321
9283,15205,15.95,15.95,15.95,15.95,15.95,경기도 안산시 상록구 장하로 276
9284,15206,16.11,16.11,16.11,16.11,16.11,경기도 안산시 상록구 안산벌말길 36
9285,15207,21.91,21.91,21.91,18.68,21.91,경기도 안산시 상록구 벌터길 35
9286,15208,23.09,23.09,23.09,20.59,23.09,경기도 안산시 단원구 순환로 457
9287,15209,17.22,19.69,17.22,17.22,17.22,경기도 안산시 단원구 금화로 12
9288,15210,16.4,16.4,16.4,16.4,16.4,경기도 안산시 단원구 시흥대로 65
9289,15211,18.68,18.68,18.68,18.68,18.68,경기도 안산시 단원구 석수동길 45
9290,15212,18.93,18.93,18.93,18.93,18.93,경기도 안산시 단원구 선삼로 87
9291,15213,19.14,19.14,19.14,19.14,19.14,경기도 안산시 단원구 선삼로5길 12
9292,15214,17.81,17.81,17.81,17.81,17.81,경기도 안산시 단원구 화정천서로7안길 6
9293,15215,17.65,19.89,17.65,17.65,17.65,경기도 안산시 단원구 화정천서로5길 4
9294,15216,17.94,20.18,17.94,17.94,17.94,경기도 안산시 단원구 화정천서로4안길 45
9295,15217,19.19,19.19,19.19,19.19,19.19,경기도 안산시 단원구 달미로 78
9296,15218,18.33,20.04,18.33,18.33,18.33,경기도 안산시 단원구 달미로 69
9297,15219,18.43,18.77,18.43,18.43,18.43,경기도 안산시 단원구 석수로7길 21
9298,15220,18.08,18.08,18.08,18.08,18.08,경기도 안산시 단원구 선여불로 19
9299,15221,19.04,19.04,19.04,19.04,19.04,경기도 안산시 단원구 북촌5길 17
9300,15222,18.43,18.43,18.43,18.43,18.43,경기도 안산시 단원구 북촌4길 9
9301,15223,17.34,17.34,17.34,17.34,17.34,경기도 안산시 단원구 순환로 30
9302,15224,18.21,18.21,18.21,18.21,18.21,경기도 안산시 단원구 선이로3길 22
9303,15226,17.96,17.96,17.96,17.96,17.96,경기도 안산시 단원구 부부로7길 3
9304,15227,17.77,17.77,17.77,17.77,17.77,경기도 안산시 단원구 부부로8길 12
9305,15228,17.95,17.95,17.95,17.95,17.95,경기도 안산시 단원구 지곡로 99
9306,15229,18.66,18.66,18.66,18.66,18.66,경기도 안산시 단원구 지곡로4길 30
9307,15230,18.69,18.69,18.69,18.69,18.69,경기도 안산시 단원구 지곡로 52
9308,15231,18.52,18.52,18.52,18.52,18.52,경기도 안산시 단원구 석수로 45
9309,15232,19.16,19.16,19.16,19.16,19.16,경기도 안산시 단원구 석수로 52
9310,15233,18.72,18.72,18.72,18.72,18.72,경기도 안산시 단원구 정지로 57
9311,15234,19.02,19.02,19.02,19.02,19.02,경기도 안산시 단원구 달미로 63
9312,15235,19.23,20.25,19.23,19.23,19.23,경기도 안산시 단원구 달미로 64
9313,15236,19.6,19.6,19.6,19.6,19.6,경기도 안산시 단원구 선부광장1로 69
9314,15237,19.33,20.86,19.33,19.33,19.33,경기도 안산시 단원구 선부광장북로 36
9315,15238,19.08,19.08,19.08,19.08,19.08,경기도 안산시 단원구 선부광장1로 81
9316,15239,19.72,19.72,19.59,19.59,19.72,경기도 안산시 단원구 선부광장1로 92
9317,15240,19.92,19.92,19.92,19.92,19.92,경기도 안산시 단원구 선부광장로 15
9318,15241,18.9,18.9,19.04,19.04,19.04,경기도 안산시 단원구 지곡로 3
9319,15242,20.01,20.01,20.01,20.01,20.01,경기도 안산시 단원구 삼일로 201
9320,15243,19.07,19.07,19.07,19.07,19.07,경기도 안산시 단원구 삼일로 177
9321,15244,18.69,24.02,18.69,18.69,18.69,경기도 안산시 단원구 부부로5길 18
9322,15245,23.48,23.48,23.48,18.53,23.48,경기도 안산시 단원구 와동공원로7길 22
9323,15246,18.09,20.37,18.09,18.09,18.09,경기도 안산시 단원구 화정천동로8길 58
9324,15247,17.64,19.91,17.64,17.64,17.64,경기도 안산시 단원구 화정천동로7안길 4
9325,15248,17.84,20.12,17.84,17.84,17.84,경기도 안산시 단원구 화정천동로5안길 14
9326,15249,18.22,20.54,18.22,18.22,18.22,경기도 안산시 단원구 화정천동로3안길 30
9327,15250,18.38,20.66,18.38,18.38,18.38,경기도 안산시 단원구 화정천동로2길 43
9328,15251,18.61,20.89,18.61,18.61,18.61,경기도 안산시 단원구 선부로 217
9329,15252,18.62,20.92,19.73,19.73,19.73,경기도 안산시 단원구 와동공원로1안길 13
9330,15253,18.86,21.17,18.86,18.86,18.86,경기도 안산시 단원구 와동공원로5길 12
9331,15254,23.86,23.86,23.86,19.47,23.86,경기도 안산시 단원구 와동로3길 38
9332,15255,23.63,23.63,23.63,19.39,23.63,경기도 안산시 단원구 와동로 98
9333,15256,23.22,23.22,23.22,20.7,23.22,경기도 안산시 상록구 예술대학로9길 23
9334,15257,22.21,22.21,22.21,19.83,22.21,경기도 안산시 상록구 안산천서로 263
9335,15258,22.85,22.85,22.85,20.33,22.85,경기도 안산시 상록구 광덕산1로 21
9336,15259,22.55,22.55,22.55,20.03,22.55,경기도 안산시 상록구 안산천서로 225
9337,15260,23.09,23.09,23.09,20.57,23.09,경기도 안산시 상록구 안산천서로2길 6
9338,15261,23.31,23.31,23.31,20.79,23.31,경기도 안산시 단원구 예술대학로3길 17
9339,15262,23.95,23.95,23.95,21.6,23.95,경기도 안산시 단원구 예술대학로1길 7
9340,15263,24.56,24.56,24.56,20.16,24.56,경기도 안산시 단원구 보화로 37
9341,15264,24.56,24.78,24.56,20.32,24.56,경기도 안산시 단원구 황금3길 2
9342,15265,25.04,25.04,25.04,21.8,25.04,경기도 안산시 단원구 와동로 22
9343,15266,24.95,24.95,21.73,21.73,24.95,경기도 안산시 단원구 와개1안길 12
9344,15267,18.96,21.2,20.09,20.09,20.09,경기도 안산시 단원구 와동공원로2길 25
9345,15268,19.89,21.5,21.5,21.5,21.5,경기도 안산시 단원구 와개2길 16
9346,15269,24.52,25.23,24.52,21.54,24.52,경기도 안산시 단원구 와동1로 34
9347,15270,24.94,24.94,24.94,21.7,24.94,경기도 안산시 단원구 와동로 12
9348,15271,24.45,25.16,24.45,21.92,24.45,경기도 안산시 단원구 보화로 16
9349,15272,24.6,24.6,24.6,20.24,24.6,경기도 안산시 단원구 보화로 32
9350,15273,22.7,22.7,22.7,19.89,22.7,경기도 안산시 상록구 시낭로 7
9351,15274,22.48,22.48,22.48,19.38,22.48,경기도 안산시 상록구 충장로끝길 36
9352,15275,22.94,22.94,22.94,19.63,22.94,경기도 안산시 상록구 시낭북로 25
9353,15276,22.99,23.39,22.99,19.79,22.99,경기도 안산시 상록구 시낭북로5길 42
9354,15277,23.69,23.69,23.69,19.14,23.69,경기도 안산시 상록구 시낭로 81
9355,15278,23.74,23.04,23.74,19.18,23.74,경기도 안산시 상록구 시낭로 76
9356,15279,23.1,23.1,23.1,20,23.1,경기도 안산시 상록구 부루지1길 31
9357,15280,22.49,22.49,22.49,19.51,22.49,경기도 안산시 상록구 시낭로 26
9358,15281,22.53,22.53,22.53,20.58,22.53,경기도 안산시 상록구 안산천동로5길 3
9359,15282,22.74,22.74,22.74,20.2,22.74,경기도 안산시 상록구 안산천동로3길 12
9360,15283,22.84,22.84,22.84,19.73,22.84,경기도 안산시 상록구 안산천동로4길 40
9361,15284,22.84,22.84,22.84,20.15,22.84,경기도 안산시 상록구 월피로 42
9362,15285,22.82,22.82,22.82,20.55,22.82,경기도 안산시 상록구 안산천동로1길 9
9363,15286,23.16,23.16,23.16,21.18,23.16,경기도 안산시 상록구 안산천동로1길 10
9364,15287,23.82,25.17,23.82,20.62,23.82,경기도 안산시 상록구 예술광장1로 55
9365,15288,23.45,25.64,23.45,20.93,23.45,경기도 안산시 상록구 예술광장로 36
9366,15289,23.67,23.67,23.67,21.15,23.67,경기도 안산시 상록구 예술광장1로 7
9367,15290,23.9,23.9,23.9,21.21,23.9,경기도 안산시 상록구 예술광장1로 129
9368,15291,23.91,23.91,23.91,21.2,23.91,경기도 안산시 상록구 예술광장1로 126
9369,15292,24.06,24.39,24.39,21.2,24.39,경기도 안산시 상록구 성포로 47
9370,15293,25.03,27.42,25.03,22.87,25.03,경기도 안산시 상록구 삼일로 670
9371,15294,26.12,26.12,26.12,21.57,26.12,경기도 안산시 상록구 충장로 422
9372,15295,24.94,27.29,24.94,22.73,24.94,경기도 안산시 상록구 화랑로 523
9373,15296,24.58,24.58,24.58,21.42,24.58,경기도 안산시 상록구 성포로 30
9374,15297,24.62,24.62,24.62,22.5,24.62,경기도 안산시 상록구 화랑로 508
9375,15298,24.66,27.09,24.66,22.54,24.66,경기도 안산시 상록구 화랑로 530
9376,15299,26.98,25.06,26.98,22.43,26.98,경기도 안산시 상록구 항가울로 422
9377,15300,24.71,24.71,24.71,24.63,24.71,경기도 안산시 상록구 고잔로 162
9378,15301,23.57,23.65,23.57,19.02,23.57,경기도 안산시 상록구 정재로9길 9
9379,15302,23.56,23.56,23.56,19.01,23.56,경기도 안산시 상록구 성호로 333
9380,15303,23.4,23.4,23.4,18.84,23.4,경기도 안산시 상록구 정재로1길 26
9381,15304,23.59,23.59,23.59,19.04,23.59,경기도 안산시 상록구 부곡로6길 31
9382,15305,24.08,24.08,24.08,19.53,24.08,경기도 안산시 상록구 태마당로 33
9383,15306,23.99,23.8,23.99,19.44,23.99,경기도 안산시 상록구 부곡로 103
9384,15307,23.89,23.89,23.89,19.34,23.89,경기도 안산시 상록구 옹주2길 19
9385,15308,24.34,23.9,24.33,19.79,24.33,경기도 안산시 상록구 태마당로 28
9386,15309,24.14,23.7,24.14,19.59,24.14,경기도 안산시 상록구 두레로1길 15
9387,15310,23.84,23.4,23.84,19.28,23.84,경기도 안산시 상록구 성호로16안길 12
9388,15311,23.91,23.47,23.91,19.36,23.91,경기도 안산시 상록구 성호로 303
9389,15312,24.71,24.71,24.71,20.16,24.71,경기도 안산시 상록구 성호로 280
9390,15313,24.78,23.93,24.78,20.23,24.78,경기도 안산시 상록구 부곡로3길 4
9391,15314,24.76,24.65,24.76,20.21,24.76,경기도 안산시 상록구 성호로13길 30
9392,15315,24.82,24.83,24.82,20.26,24.82,경기도 안산시 상록구 성호로12안길 26
9393,15316,25.2,25.08,25.2,20.64,25.2,경기도 안산시 상록구 성호로 189
9394,15317,25.11,24.99,25.11,20.56,25.11,경기도 안산시 상록구 성호로10길 4
9395,15318,25.1,24.84,25.1,20.55,25.1,경기도 안산시 상록구 부곡로1안길 11
9396,15319,25.13,25.02,25.13,20.58,25.13,경기도 안산시 상록구 성호로9안길 29
9397,15320,26.16,26.16,26.16,21.61,26.16,경기도 안산시 상록구 성호로 190
9398,15321,26.01,25.89,26.01,21.45,26.01,경기도 안산시 상록구 호동로 48
9399,15322,26.23,26.11,26.23,21.68,26.23,경기도 안산시 상록구 식물원로4길 10
9400,15323,27.88,27.88,27.88,23.33,27.88,경기도 안산시 상록구 성호로4길 18
9401,15324,28.2,28.2,28.2,23.72,28.2,경기도 안산시 상록구 구룡동길 63
9402,15325,27.53,27.53,28.67,22.97,27.53,경기도 안산시 상록구 웃말2안길 16
9403,15326,27.23,26.48,27.23,22.68,27.23,경기도 안산시 상록구 구룡로1길 11
9404,15327,27.44,26.46,27.44,22.89,27.44,경기도 안산시 상록구 성호로 65
9405,15328,28.58,28.58,28.58,23.03,28.58,경기도 안산시 상록구 웃말6길 13
9406,15329,19.3,20.92,20.92,20.92,20.92,경기도 안산시 단원구 화정로안길 85
9407,15330,21.55,21.55,21.55,21.55,21.55,경기도 안산시 단원구 화정로 61
9408,15331,19.63,21.91,21.59,21.59,21.59,경기도 안산시 단원구 화정로2길 7
9409,15332,24.71,24.71,24.71,22.03,24.71,경기도 안산시 단원구 적금로5길 1
9410,15333,19.55,21.16,21.16,21.16,21.16,경기도 안산시 단원구 평화길 38
9411,15334,25.23,25.23,25.23,21.97,25.23,경기도 안산시 단원구 단원로 55
9412,15335,24.98,25.21,24.98,22.63,24.98,경기도 안산시 단원구 당곡로 77
9413,15336,24.28,24.5,24.28,21.93,24.28,경기도 안산시 단원구 당곡2로 15
9414,15337,23.95,23.95,23.95,21.7,23.95,경기도 안산시 단원구 당곡3로 1
9415,15338,24.19,24.19,24.19,21.67,24.19,경기도 안산시 단원구 당곡2로 23
9416,15339,24.33,24.33,24.33,23.28,24.33,경기도 안산시 단원구 당곡1로 27
9417,15340,25,25.56,25,23.27,25,경기도 안산시 단원구 예술대학로 83
9418,15341,25.25,25.25,25.25,22.58,25.25,경기도 안산시 단원구 원고잔공원로 42
9419,15342,25.18,25.18,25.18,22.5,25.18,경기도 안산시 단원구 원고잔공원로 51
9420,15343,25.69,25.69,25.69,22.1,25.69,경기도 안산시 단원구 인현중앙길 40
9421,15344,22.68,22.68,22.68,22.68,22.68,경기도 안산시 단원구 화정천동로 224
9422,15345,22.59,22.59,22.59,22.59,22.59,경기도 안산시 단원구 인현1길 5
9423,15346,25.71,25.75,25.71,23.97,25.71,경기도 안산시 단원구 원고잔공원로 2
9424,15347,25.74,25.81,24.05,24.05,25.74,경기도 안산시 단원구 화랑로 359
9425,15349,24.36,24.36,24.36,23.3,24.36,경기도 안산시 단원구 당곡1로 28
9426,15350,24.79,24.79,24.79,22.82,24.79,경기도 안산시 단원구 고잔로 115
9427,15351,25.16,25.16,25.16,24.15,25.16,경기도 안산시 단원구 고잔로 67
9428,15352,25.27,25.43,25.27,23.46,25.27,경기도 안산시 단원구 고잔로 57
9429,15353,25.81,26.02,23.11,23.11,25.81,경기도 안산시 단원구 화랑로 376
9430,15354,25.88,25.78,23.54,23.54,25.78,경기도 안산시 단원구 원고잔로 25
9431,15355,22.73,24.3,22.68,22.68,22.73,경기도 안산시 단원구 화랑로 312
9432,15356,23.26,27.06,23.26,23.26,23.26,경기도 안산시 단원구 중앙대로 784
