우편번호,주소
55623,전북특별자치도 장수군 기산길 39
55604,전북특별자치도 장수군 농소로 88
55603,전북특별자치도 장수군 농소로 23
55601,전북특별자치도 장수군 당저길 23
55600,전북특별자치도 장수군 양악길 156
55602,전북특별자치도 장수군 소비재로 689
55656,전북특별자치도 장수군 장수로 1069
55657,전북특별자치도 장수군 상북길 28
55659,전북특별자치도 장수군 신평로 318
55661,전북특별자치도 장수군 봉화산로 480
55660,전북특별자치도 장수군 원대론길 149
55654,전북특별자치도 장수군 지지로 677
55655,전북특별자치도 장수군 방화동로 752
55662,전북특별자치도 장수군 구선동길 15
55658,전북특별자치도 장수군 장수로 771
55653,전북특별자치도 장수군 광대동길 17
55649,전북특별자치도 장수군 진전길 32
55647,전북특별자치도 장수군 동화동촌길 24
55646,전북특별자치도 장수군 신덕길 10
55648,전북특별자치도 장수군 월평길 36
55645,전북특별자치도 장수군 대성로 121
55652,전북특별자치도 장수군 봉서로 217
55651,전북특별자치도 장수군 서원길 23
55650,전북특별자치도 장수군 장남로 1093
55611,전북특별자치도 장수군 원금곡길 44
55618,전북특별자치도 장수군 금남로 243
55621,전북특별자치도 장수군 의암로 381
55620,전북특별자치도 장수군 명덕길 11
55612,전북특별자치도 장수군 한들로 7
55619,전북특별자치도 장수군 남산길 108
55615,전북특별자치도 장수군 한들로 124
55617,전북특별자치도 장수군 백화로 60
55613,전북특별자치도 장수군 한들로 46
55616,전북특별자치도 장수군 시장천변길 36
55614,전북특별자치도 장수군 서동로 34
55640,전북특별자치도 장수군 상하평길 27
55642,전북특별자치도 장수군 비행로 1632
55629,전북특별자치도 장수군 신리길 101
55631,전북특별자치도 장수군 장천로 255
55627,전북특별자치도 장수군 노하신기길 63
55628,전북특별자치도 장수군 노하신기길 6
55632,전북특별자치도 장수군 신천로 35
55641,전북특별자치도 장수군 시장로 51
55639,전북특별자치도 장수군 덕산로 839
55635,전북특별자치도 장수군 개실길 36
55638,전북특별자치도 장수군 두산길 123
55636,전북특별자치도 장수군 한누리로 378
55637,전북특별자치도 장수군 백장로 2165
55630,전북특별자치도 장수군 싸리재로 166
55643,전북특별자치도 장수군 장수로 1486
55644,전북특별자치도 장수군 장남로 218
55633,전북특별자치도 장수군 호비로 17
55634,전북특별자치도 장수군 향교길 51
55610,전북특별자치도 장수군 돈촌길 42
55609,전북특별자치도 장수군 승마1로 49
55607,전북특별자치도 장수군 송탄로 4
55608,전북특별자치도 장수군 삼고길 123
55605,전북특별자치도 장수군 천천북로 796
55606,전북특별자치도 장수군 용신길 3
54800,전북특별자치도 전주시 덕진구 도강길 166
54847,전북특별자치도 전주시 덕진구 쪽구름5길 17
54811,전북특별자치도 전주시 덕진구 평리마을길 62
54849,전북특별자치도 전주시 덕진구 원고랑1길 23
54848,전북특별자치도 전주시 덕진구 여산로 253
55025,전북특별자치도 전주시 덕진구 삼천공덕길 67
54818,전북특별자치도 전주시 덕진구 삼거2길 42
55026,전북특별자치도 전주시 덕진구 수리재길 77
54899,전북특별자치도 전주시 덕진구 삼송1길 10
54922,전북특별자치도 전주시 덕진구 매봉로 31
54930,전북특별자치도 전주시 덕진구 금암4길 21
54932,전북특별자치도 전주시 덕진구 떡전로 12
54931,전북특별자치도 전주시 덕진구 권삼득로 247
54926,전북특별자치도 전주시 덕진구 모래내6길 53
54907,전북특별자치도 전주시 덕진구 건지2길 9
54934,전북특별자치도 전주시 덕진구 팔달로 375
54925,전북특별자치도 전주시 덕진구 권삼득로 170
54933,전북특별자치도 전주시 덕진구 용산2길 17
54923,전북특별자치도 전주시 덕진구 거북바우1길 16
54921,전북특별자치도 전주시 덕진구 매봉3길 13
54898,전북특별자치도 전주시 덕진구 권삼득로 297
54924,전북특별자치도 전주시 덕진구 기린대로 336
54935,전북특별자치도 전주시 덕진구 팔달로 366
54927,전북특별자치도 전주시 덕진구 모래내6길 26
54896,전북특별자치도 전주시 덕진구 백제대로 567
54802,전북특별자치도 전주시 덕진구 청복길 111
54801,전북특별자치도 전주시 덕진구 번영로 189
54897,전북특별자치도 전주시 덕진구 권삼득로 349
54893,전북특별자치도 전주시 덕진구 들사평서로 17
54888,전북특별자치도 전주시 덕진구 기린대로 509
54894,전북특별자치도 전주시 덕진구 들사평1길 56
54901,전북특별자치도 전주시 덕진구 대지길 13
54889,전북특별자치도 전주시 덕진구 사평로 5
54895,전북특별자치도 전주시 덕진구 권삼득로 390
54900,전북특별자치도 전주시 덕진구 연화길 25
54890,전북특별자치도 전주시 덕진구 경동로 46
54840,전북특별자치도 전주시 덕진구 가리내로 422
54887,전북특별자치도 전주시 덕진구 하가로 32
54891,전북특별자치도 전주시 덕진구 가련산로 13
54892,전북특별자치도 전주시 덕진구 가리내로 254
54806,전북특별자치도 전주시 덕진구 서당길 14
54867,전북특별자치도 전주시 덕진구 만성남2길 25
54861,전북특별자치도 전주시 덕진구 만성서로 37
54859,전북특별자치도 전주시 덕진구 만성동로 125
54868,전북특별자치도 전주시 덕진구 만성동로 16
54879,전북특별자치도 전주시 덕진구 콩쥐팥쥐로 1569
54860,전북특별자치도 전주시 덕진구 만성중앙로 17
54870,전북특별자치도 전주시 덕진구 기지로 180
54869,전북특별자치도 전주시 덕진구 월방7길 4
54876,전북특별자치도 전주시 덕진구 정여립로 1028
54873,전북특별자치도 전주시 덕진구 월방1길 12
54858,전북특별자치도 전주시 덕진구 만성북로 21
54854,전북특별자치도 전주시 덕진구 온고을로 440
54808,전북특별자치도 전주시 덕진구 기린대로 1138
54807,전북특별자치도 전주시 덕진구 반월로 26
54805,전북특별자치도 전주시 덕진구 삼례로 115
54810,전북특별자치도 전주시 덕진구 원반월길 36
54804,전북특별자치도 전주시 덕진구 삼례로 108
54850,전북특별자치도 전주시 덕진구 쪽구름로 71
54809,전북특별자치도 전주시 덕진구 온고을로 784
55015,전북특별자치도 전주시 덕진구 안덕원로 378
54915,전북특별자치도 전주시 덕진구 동부대로 573
55016,전북특별자치도 전주시 덕진구 아중천1길 28
54833,전북특별자치도 전주시 덕진구 송천로 75
54835,전북특별자치도 전주시 덕진구 솔내8길 25
54836,전북특별자치도 전주시 덕진구 송천중앙로 154
54823,전북특별자치도 전주시 덕진구 오송1길 13
54837,전북특별자치도 전주시 덕진구 솔내5길 22
54834,전북특별자치도 전주시 덕진구 송천2길 20
54830,전북특별자치도 전주시 덕진구 두간5길 10
54839,전북특별자치도 전주시 덕진구 송천로 25
54832,전북특별자치도 전주시 덕진구 시천로 29
54838,전북특별자치도 전주시 덕진구 송천2길 25
54824,전북특별자치도 전주시 덕진구 오송로 47
54825,전북특별자치도 전주시 덕진구 와룡로 3
54827,전북특별자치도 전주시 덕진구 시천로 88
54820,전북특별자치도 전주시 덕진구 사근1길 65
55151,전북특별자치도 전주시 덕진구 화암2길 10
55149,전북특별자치도 전주시 덕진구 동부대로 1076
54819,전북특별자치도 전주시 덕진구 사근1길 23
55145,전북특별자치도 전주시 덕진구 과학로 1
54826,전북특별자치도 전주시 덕진구 동부대로 1215
54831,전북특별자치도 전주시 덕진구 와룡1길 11
55146,전북특별자치도 전주시 덕진구 세병로 178
54822,전북특별자치도 전주시 덕진구 사근1길 14
54829,전북특별자치도 전주시 덕진구 붓내1길 23
55150,전북특별자치도 전주시 덕진구 동부대로 1030
54816,전북특별자치도 전주시 덕진구 고내천변로 32
55148,전북특별자치도 전주시 덕진구 세병로 67
54828,전북특별자치도 전주시 덕진구 붓내4길 17
54814,전북특별자치도 전주시 덕진구 백석로 118
54821,전북특별자치도 전주시 덕진구 천마산로 91
55147,전북특별자치도 전주시 덕진구 세병로 175
54815,전북특별자치도 전주시 덕진구 백석로 236
54857,전북특별자치도 전주시 덕진구 온고을로 561
54856,전북특별자치도 전주시 덕진구 온고을로 534
54851,전북특별자치도 전주시 덕진구 팔복로 358
54852,전북특별자치도 전주시 덕진구 양마로 85
54855,전북특별자치도 전주시 덕진구 여산로 72
55031,전북특별자치도 전주시 덕진구 신동길 59
55027,전북특별자치도 전주시 덕진구 용계길 37
55028,전북특별자치도 전주시 덕진구 인교2길 5
55030,전북특별자치도 전주시 덕진구 인교로 20
55017,전북특별자치도 전주시 덕진구 석소4길 6
55023,전북특별자치도 전주시 덕진구 아중로 231
55022,전북특별자치도 전주시 덕진구 아중7길 17
55014,전북특별자치도 전주시 덕진구 진버들7길 31
54908,전북특별자치도 전주시 덕진구 우아로 50
54912,전북특별자치도 전주시 덕진구 안덕원1길 39
54817,전북특별자치도 전주시 덕진구 동부대로 694
54910,전북특별자치도 전주시 덕진구 도당산2길 7
54913,전북특별자치도 전주시 덕진구 안골5길 11
54909,전북특별자치도 전주시 덕진구 우아1길 5
55012,전북특별자치도 전주시 덕진구 진버들1길 73
54911,전북특별자치도 전주시 덕진구 도당산4길 37
54905,전북특별자치도 전주시 덕진구 견훤로 487
54916,전북특별자치도 전주시 덕진구 견훤로 367
54906,전북특별자치도 전주시 덕진구 견훤로 445
54803,전북특별자치도 전주시 덕진구 원동로 41
55019,전북특별자치도 전주시 덕진구 동가재미1길 3
55020,전북특별자치도 전주시 덕진구 가재미6길 10
54920,전북특별자치도 전주시 덕진구 심방죽7길 8
55001,전북특별자치도 전주시 덕진구 견훤왕궁로 169
55009,전북특별자치도 전주시 덕진구 인후5길 6
55024,전북특별자치도 전주시 덕진구 가재미로 30
55013,전북특별자치도 전주시 덕진구 견훤로 260
55018,전북특별자치도 전주시 덕진구 동가재미2길 43
55002,전북특별자치도 전주시 덕진구 반태산6길 10
55010,전북특별자치도 전주시 덕진구 인봉3길 51
55011,전북특별자치도 전주시 덕진구 인봉3길 11
55008,전북특별자치도 전주시 덕진구 안덕원로 260
54914,전북특별자치도 전주시 덕진구 안덕원로 319
55021,전북특별자치도 전주시 덕진구 석소로 25
55007,전북특별자치도 전주시 덕진구 물왕멀로 96
55029,전북특별자치도 전주시 덕진구 한배미로 73
54917,전북특별자치도 전주시 덕진구 명주2길 19
54918,전북특별자치도 전주시 덕진구 견훤왕궁로 250
54919,전북특별자치도 전주시 덕진구 심방죽6길 8
54866,전북특별자치도 전주시 덕진구 기지로 95
54864,전북특별자치도 전주시 덕진구 틀못3길 16
54863,전북특별자치도 전주시 덕진구 틀못4길 17
54862,전북특별자치도 전주시 덕진구 틀못2길 9
54865,전북특별자치도 전주시 덕진구 기지로 77
54813,전북특별자치도 전주시 덕진구 전미중앙로 221
54812,전북특별자치도 전주시 덕진구 강구레길 226
54872,전북특별자치도 전주시 덕진구 오정1길 11
54871,전북특별자치도 전주시 덕진구 오공로 43
54874,전북특별자치도 전주시 덕진구 안전로 28
54875,전북특별자치도 전주시 덕진구 농생명로 296
55004,전북특별자치도 전주시 덕진구 기린대로 252
54939,전북특별자치도 전주시 덕진구 벚꽃1길 9
54938,전북특별자치도 전주시 덕진구 숲정이2길 24
54992,전북특별자치도 전주시 덕진구 노송여울2길 158
55003,전북특별자치도 전주시 덕진구 반촌1길 38
54928,전북특별자치도 전주시 덕진구 안덕원로 139
54990,전북특별자치도 전주시 덕진구 태진로 77
54929,전북특별자치도 전주시 덕진구 건산1길 4
54936,전북특별자치도 전주시 덕진구 태진로 114
54993,전북특별자치도 전주시 덕진구 팔달로 310
54988,전북특별자치도 전주시 덕진구 전주천서로 321
54937,전북특별자치도 전주시 덕진구 태진로 101
54982,전북특별자치도 전주시 덕진구 어은로 137
54983,전북특별자치도 전주시 덕진구 어은로 126
54991,전북특별자치도 전주시 덕진구 공북5길 55
54941,전북특별자치도 전주시 덕진구 전주천서로 403
54998,전북특별자치도 전주시 덕진구 전주천동로 338
54845,전북특별자치도 전주시 덕진구 신복5길 33
54846,전북특별자치도 전주시 덕진구 추천로 201
54843,전북특별자치도 전주시 덕진구 팔과정로 164
54844,전북특별자치도 전주시 덕진구 신복로 119
54842,전북특별자치도 전주시 덕진구 신복로 96
54885,전북특별자치도 전주시 덕진구 팔복로 59
54881,전북특별자치도 전주시 덕진구 기린대로 781
54882,전북특별자치도 전주시 덕진구 상리2길 67
54883,전북특별자치도 전주시 덕진구 팔복1길 6
54853,전북특별자치도 전주시 덕진구 기린대로 843
54884,전북특별자치도 전주시 덕진구 팔복로 9
54886,전북특별자치도 전주시 덕진구 팔복로 115
54841,전북특별자치도 전주시 덕진구 감수길 30
54903,전북특별자치도 전주시 덕진구 호성3길 26
54904,전북특별자치도 전주시 덕진구 호성2길 17
54902,전북특별자치도 전주시 덕진구 동부대로 891
55039,전북특별자치도 전주시 완산구 어진길 122
55038,전북특별자치도 전주시 완산구 팔달로 175
54999,전북특별자치도 전주시 완산구 팔달로 187
55000,전북특별자치도 전주시 완산구 팔달로 186
55040,전북특별자치도 전주시 완산구 충경로 126
55044,전북특별자치도 전주시 완산구 태조로 25
55045,전북특별자치도 전주시 완산구 은행로 79
55037,전북특별자치도 전주시 완산구 옥류길 13
55036,전북특별자치도 전주시 완산구 발리산로 2
55109,전북특별자치도 전주시 완산구 낙수정2길 15
55110,전북특별자치도 전주시 완산구 바람쐬는길 57
55035,전북특별자치도 전주시 완산구 간납대2길 48
55033,전북특별자치도 전주시 완산구 관선1길 33
55034,전북특별자치도 전주시 완산구 마당재2길 58
55108,전북특별자치도 전주시 완산구 견훤로 68
55041,전북특별자치도 전주시 완산구 어진길 5
55043,전북특별자치도 전주시 완산구 풍남문5길 20
55115,전북특별자치도 전주시 완산구 춘향로 5319
55116,전북특별자치도 전주시 완산구 고덕산1길 120
55111,전북특별자치도 전주시 완산구 바람쐬는길 203
55113,전북특별자치도 전주시 완산구 남고산성1길 53
55101,전북특별자치도 전주시 완산구 황학6길 2
55114,전북특별자치도 전주시 완산구 학봉1길 19
55100,전북특별자치도 전주시 완산구 전주천서로 81
55098,전북특별자치도 전주시 완산구 곤지산4길 12
55097,전북특별자치도 전주시 완산구 완산4길 30
55086,전북특별자치도 전주시 완산구 삼천천변3길 44
55104,전북특별자치도 전주시 완산구 안행8길 46
55091,전북특별자치도 전주시 완산구 솟대1길 28
55089,전북특별자치도 전주시 완산구 거마서로 58
55105,전북특별자치도 전주시 완산구 안행로 43
55084,전북특별자치도 전주시 완산구 성지산로 43
55085,전북특별자치도 전주시 완산구 강변로 96
55083,전북특별자치도 전주시 완산구 성지산로 6
55131,전북특별자치도 전주시 완산구 장승배기로 4
55132,전북특별자치도 전주시 완산구 장승배기로 76
55088,전북특별자치도 전주시 완산구 하거마7길 43
55090,전북특별자치도 전주시 완산구 거마중앙로 26
55137,전북특별자치도 전주시 완산구 난전들로 245
55087,전북특별자치도 전주시 완산구 삼천천변1길 46
55092,전북특별자치도 전주시 완산구 백제대로 31
55152,전북특별자치도 전주시 완산구 천잠로 58
55074,전북특별자치도 전주시 완산구 계룡산길 44
55077,전북특별자치도 전주시 완산구 비아길 9
55071,전북특별자치도 전주시 완산구 정여립로 568
55072,전북특별자치도 전주시 완산구 삼산길 123
55075,전북특별자치도 전주시 완산구 호동길 49
55070,전북특별자치도 전주시 완산구 쑥고개로 227
55066,전북특별자치도 전주시 완산구 안심새길 13
55067,전북특별자치도 전주시 완산구 원상림길 146
55117,전북특별자치도 전주시 완산구 춘향로 4881
55112,전북특별자치도 전주시 완산구 동부대로 46
54994,전북특별자치도 전주시 완산구 기린대로 205
54995,전북특별자치도 전주시 완산구 대동로 91
54996,전북특별자치도 전주시 완산구 팔달로 235
55005,전북특별자치도 전주시 완산구 기린대로 194
55006,전북특별자치도 전주시 완산구 물왕멀3길 17
55102,전북특별자치도 전주시 완산구 공수내로 13
55118,전북특별자치도 전주시 완산구 장승배기로 336
55099,전북특별자치도 전주시 완산구 팔달로 33
55119,전북특별자치도 전주시 완산구 덕적골3길 17
54954,전북특별자치도 전주시 완산구 전룡3길 8
54943,전북특별자치도 전주시 완산구 고사평8길 14
54946,전북특별자치도 전주시 완산구 새터로 118
54940,전북특별자치도 전주시 완산구 백제대로 398
54949,전북특별자치도 전주시 완산구 당산로 121
54950,전북특별자치도 전주시 완산구 전룡로 39
54952,전북특별자치도 전주시 완산구 서신천변7길 24
54953,전북특별자치도 전주시 완산구 유연로 257
54951,전북특별자치도 전주시 완산구 서신로 71
54944,전북특별자치도 전주시 완산구 여울로 77
54945,전북특별자치도 전주시 완산구 서신로 106
54947,전북특별자치도 전주시 완산구 당산로 2
54948,전북특별자치도 전주시 완산구 당산로 43
54942,전북특별자치도 전주시 완산구 홍산로 495
55047,전북특별자치도 전주시 완산구 용머리로 295
55096,전북특별자치도 전주시 완산구 용머리로 232
55095,전북특별자치도 전주시 완산구 용머리로 210
55048,전북특별자치도 전주시 완산구 용머리로 197
55128,전북특별자치도 전주시 완산구 군자길 126
55129,전북특별자치도 전주시 완산구 금성길 25
55141,전북특별자치도 전주시 완산구 모악로 4415
55130,전북특별자치도 전주시 완산구 구이로 1959
55076,전북특별자치도 전주시 완산구 원신덕길 12
55078,전북특별자치도 전주시 완산구 우림로 726
55142,전북특별자치도 전주시 완산구 모악산자락길 130
55143,전북특별자치도 전주시 완산구 학전길 69
55042,전북특별자치도 전주시 완산구 팔달로 150
55032,전북특별자치도 전주시 완산구 기린대로 152
55144,전북특별자치도 전주시 완산구 중인3길 99
55046,전북특별자치도 전주시 완산구 서원로 402
54987,전북특별자치도 전주시 완산구 선너머3길 6
54989,전북특별자치도 전주시 완산구 선너머로 77
54986,전북특별자치도 전주시 완산구 선너머3길 21
54972,전북특별자치도 전주시 완산구 메너머1길 14
54984,전북특별자치도 전주시 완산구 백제대로 306
54974,전북특별자치도 전주시 완산구 화산천변6길 11
54977,전북특별자치도 전주시 완산구 산월2길 20
54976,전북특별자치도 전주시 완산구 중산8길 7
54985,전북특별자치도 전주시 완산구 어은로 8
54981,전북특별자치도 전주시 완산구 영선로 29
54978,전북특별자치도 전주시 완산구 신촌3길 19
54973,전북특별자치도 전주시 완산구 인정4길 14
54971,전북특별자치도 전주시 완산구 메너머4길 33
54975,전북특별자치도 전주시 완산구 신촌3길 20
54980,전북특별자치도 전주시 완산구 산월2길 11
54979,전북특별자치도 전주시 완산구 서원로 213
55049,전북특별자치도 전주시 완산구 따박골로 60
54970,전북특별자치도 전주시 완산구 유연로 268
54997,전북특별자치도 전주시 완산구 태진로 28
55106,전북특별자치도 전주시 완산구 백제대로 20
55122,전북특별자치도 전주시 완산구 평화14길 30
55121,전북특별자치도 전주시 완산구 평화로 222
55134,전북특별자치도 전주시 완산구 맏내3길 6
55107,전북특별자치도 전주시 완산구 장승배기4길 9
55120,전북특별자치도 전주시 완산구 덕적골1길 70
55140,전북특별자치도 전주시 완산구 모악로 4649
55126,전북특별자치도 전주시 완산구 구이로 2089
55136,전북특별자치도 전주시 완산구 난전들로 220
55133,전북특별자치도 전주시 완산구 맏내로 76
55125,전북특별자치도 전주시 완산구 평화4길 14
55124,전북특별자치도 전주시 완산구 평화7길 9
55123,전북특별자치도 전주시 완산구 평화6길 4
55135,전북특별자치도 전주시 완산구 모악로 4665
55139,전북특별자치도 전주시 완산구 난전들로 156
55138,전북특별자치도 전주시 완산구 장교마을길 23
55127,전북특별자치도 전주시 완산구 문정길 31
55050,전북특별자치도 전주시 완산구 강변로 212
55080,전북특별자치도 전주시 완산구 용머리로 56
55051,전북특별자치도 전주시 완산구 신봉로 39
55094,전북특별자치도 전주시 완산구 효동3길 14
55056,전북특별자치도 전주시 완산구 강변로 176
55082,전북특별자치도 전주시 완산구 용머리로 114
55053,전북특별자치도 전주시 완산구 백제대로 165
55081,전북특별자치도 전주시 완산구 용머리로 78
55054,전북특별자치도 전주시 완산구 오두정길 31
55103,전북특별자치도 전주시 완산구 외칠봉1길 23
55093,전북특별자치도 전주시 완산구 효동2길 30
55055,전북특별자치도 전주시 완산구 밤나무1길 8
55052,전북특별자치도 전주시 완산구 서원로 258
55079,전북특별자치도 전주시 완산구 효천중앙2길 15
55065,전북특별자치도 전주시 완산구 소태정5길 17
55073,전북특별자치도 전주시 완산구 천잠로 109
54966,전북특별자치도 전주시 완산구 바우배기2길 18
55058,전북특별자치도 전주시 완산구 우전2길 47
54969,전북특별자치도 전주시 완산구 홍산1길 16
55063,전북특별자치도 전주시 완산구 봉곡로 6
55069,전북특별자치도 전주시 완산구 천잠로 227
55057,전북특별자치도 전주시 완산구 범안2길 7
55061,전북특별자치도 전주시 완산구 구룡1길 23
55059,전북특별자치도 전주시 완산구 쑥고개로 383
55062,전북특별자치도 전주시 완산구 호암로 69
55060,전북특별자치도 전주시 완산구 봉곡3길 41
54965,전북특별자치도 전주시 완산구 서원로 63
55064,전북특별자치도 전주시 완산구 소태정로 21
54880,전북특별자치도 전주시 완산구 천잠로 411
55068,전북특별자치도 전주시 완산구 효자로 28
54877,전북특별자치도 전주시 완산구 원서곡길 36
54956,전북특별자치도 전주시 완산구 서곡4길 25
54963,전북특별자치도 전주시 완산구 석산1길 18
54960,전북특별자치도 전주시 완산구 황강서원4길 15
54962,전북특별자치도 전주시 완산구 마전2길 5
54961,전북특별자치도 전주시 완산구 마전들로 35
54959,전북특별자치도 전주시 완산구 문학대5길 17
54878,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1705
54964,전북특별자치도 전주시 완산구 배학4길 9
54957,전북특별자치도 전주시 완산구 세내로 515
54958,전북특별자치도 전주시 완산구 황강서원3길 3
54955,전북특별자치도 전주시 완산구 유연로 217
54968,전북특별자치도 전주시 완산구 효자로 225
54967,전북특별자치도 전주시 완산구 유연로 220
56111,전북특별자치도 정읍시 관봉1길 18
56110,전북특별자치도 정읍시 봉황로 269
56109,전북특별자치도 정읍시 옥학길 143
56107,전북특별자치도 정읍시 삼평길 264
56108,전북특별자치도 정읍시 방남1길 16
56105,전북특별자치도 정읍시 진흥길 357
56152,전북특별자치도 정읍시 강고길 31
56150,전북특별자치도 정읍시 용수길 154
56151,전북특별자치도 정읍시 교동3길 5
56213,전북특별자치도 정읍시 저동길 98
56155,전북특별자치도 정읍시 충정로 529
56153,전북특별자치도 정읍시 공평길 11
56209,전북특별자치도 정읍시 구계교암길 246
56210,전북특별자치도 정읍시 정읍남로 1113
56208,전북특별자치도 정읍시 정읍남로 1163
56211,전북특별자치도 정읍시 정읍사로 150
56184,전북특별자치도 정읍시 구량1길 34
56185,전북특별자치도 정읍시 말고개길 73
56136,전북특별자치도 정읍시 용북길 59
56196,전북특별자치도 정읍시 금붕3길 70
56195,전북특별자치도 정읍시 내장산로 33
56199,전북특별자치도 정읍시 내장호반로 552
56156,전북특별자치도 정읍시 벚꽃로 147
56176,전북특별자치도 정읍시 서부산업도로 410
56182,전북특별자치도 정읍시 수성1로 6
56183,전북특별자치도 정읍시 황토현로 1294
56149,전북특별자치도 정읍시 천월길 130
56143,전북특별자치도 정읍시 태고로 873
56144,전북특별자치도 정읍시 금계2길 17
56154,전북특별자치도 정읍시 공단3길 42
56198,전북특별자치도 정읍시 내장산로 347
56142,전북특별자치도 정읍시 가전길 136
56132,전북특별자치도 정읍시 정신로 81
56139,전북특별자치도 정읍시 북태길 49
56138,전북특별자치도 정읍시 보림1길 411
56134,전북특별자치도 정읍시 장학1길 63
56137,전북특별자치도 정읍시 칠북로 330
56135,전북특별자치도 정읍시 구평2길 19
56133,전북특별자치도 정읍시 원화해3길 11
56127,전북특별자치도 정읍시 능교2길 12
56125,전북특별자치도 정읍시 사교2길 11
56126,전북특별자치도 정읍시 장금길 131
56124,전북특별자치도 정읍시 산외로 447
56122,전북특별자치도 정읍시 상산로 861
56123,전북특별자치도 정읍시 내목1길 39
56120,전북특별자치도 정읍시 상두3길 50
56121,전북특별자치도 정읍시 당록길 77
56188,전북특별자치도 정읍시 충정로 89
56187,전북특별자치도 정읍시 상사3길 22
56191,전북특별자치도 정읍시 충정로 52
56190,전북특별자치도 정읍시 상동중앙로 2
56194,전북특별자치도 정읍시 충정로 16
56192,전북특별자치도 정읍시 하신경9길 14
56189,전북특별자치도 정읍시 충정로 110
56193,전북특별자치도 정읍시 상신경1길 98
56214,전북특별자치도 정읍시 향지길 23
56206,전북특별자치도 정읍시 산우길 13
56197,전북특별자치도 정읍시 송산1길 134
56163,전북특별자치도 정읍시 중앙3길 5
56172,전북특별자치도 정읍시 수성6로 41
56179,전북특별자치도 정읍시 수성택지1길 13
56174,전북특별자치도 정읍시 수성3로 49
56175,전북특별자치도 정읍시 수성3로 7
56161,전북특별자치도 정읍시 중앙1길 1
56178,전북특별자치도 정읍시 수성택지3길 29
56162,전북특별자치도 정읍시 중앙로 120
56171,전북특별자치도 정읍시 수성6로 11
56165,전북특별자치도 정읍시 조곡천2길 9
56180,전북특별자치도 정읍시 성황산길 43
56173,전북특별자치도 정읍시 마곡로 104
56177,전북특별자치도 정읍시 샘골로 97
56170,전북특별자치도 정읍시 서부산업도로 512
56181,전북특별자치도 정읍시 선은본길 160
56160,전북특별자치도 정읍시 벚꽃로 304
56203,전북특별자치도 정읍시 초산1길 23
56201,전북특별자치도 정읍시 정읍남로 1349
56205,전북특별자치도 정읍시 정읍사로 498
56202,전북특별자치도 정읍시 정읍남로 1278
56164,전북특별자치도 정읍시 중앙로 176
56200,전북특별자치도 정읍시 천변로 184
56204,전북특별자치도 정읍시 시기4길 23
56212,전북특별자치도 정읍시 정촌2길 27
56106,전북특별자치도 정읍시 구사3길 11
56112,전북특별자치도 정읍시 석지로 972
56100,전북특별자치도 정읍시 하신양2길 46
56101,전북특별자치도 정읍시 고산1길 9
56103,전북특별자치도 정읍시 석지로 611
56104,전북특별자치도 정읍시 화전1길 33
56102,전북특별자치도 정읍시 석지로 502
56159,전북특별자치도 정읍시 연지시장1길 62
56207,전북특별자치도 정읍시 천변로 174
56158,전북특별자치도 정읍시 서부산업도로 298
56157,전북특별자치도 정읍시 서부산업도로 321
56148,전북특별자치도 정읍시 발립길 64
56146,전북특별자치도 정읍시 앵성1길 55
56147,전북특별자치도 정읍시 구파로 99
56145,전북특별자치도 정읍시 말목장터로 141
56119,전북특별자치도 정읍시 매당1길 23
56118,전북특별자치도 정읍시 빗재로 84
56131,전북특별자치도 정읍시 태인남길 371
56117,전북특별자치도 정읍시 상산1길 29
56113,전북특별자치도 정읍시 녹동길 11
56215,전북특별자치도 정읍시 밤고개로 1102
56216,전북특별자치도 정읍시 문화1길 15
56186,전북특별자치도 정읍시 말고개길 27
56140,전북특별자치도 정읍시 정우길 249
56141,전북특별자치도 정읍시 정우남로 290
56130,전북특별자치도 정읍시 은석길 30
56128,전북특별자치도 정읍시 칠보중앙로 118
56129,전북특별자치도 정읍시 칠보산로 1107
56115,전북특별자치도 정읍시 태거길 44
56116,전북특별자치도 정읍시 상동구길 34
56114,전북특별자치도 정읍시 왕림길 166
56168,전북특별자치도 정읍시 정신로 22
56169,전북특별자치도 정읍시 서부산업도로 479
56167,전북특별자치도 정읍시 서부산업도로 570
56166,전북특별자치도 정읍시 2산단8길 6
55446,전북특별자치도 진안군 상능길2길 22
55447,전북특별자치도 진안군 진성로 1618
55445,전북특별자치도 진안군 장전길 18
55449,전북특별자치도 진안군 원강정1길 54
55451,전북특별자치도 진안군 오동1길 38
55448,전북특별자치도 진안군 추장길 91
55450,전북특별자치도 진안군 서촌길 3
55455,전북특별자치도 진안군 동남로 228
55452,전북특별자치도 진안군 마치길 40
55454,전북특별자치도 진안군 내동길 20
55456,전북특별자치도 진안군 두원길 52
55453,전북특별자치도 진안군 백운동로 325
55416,전북특별자치도 진안군 전진로 1957
55413,전북특별자치도 진안군 운장로 8
55415,전북특별자치도 진안군 두봉길 37
55417,전북특별자치도 진안군 옛웅치길 59
55414,전북특별자치도 진안군 불무실길 12
55412,전북특별자치도 진안군 중기길 105
55411,전북특별자치도 진안군 진무로 1745
55460,전북특별자치도 진안군 염상로 99
55459,전북특별자치도 진안군 중음길 368
55457,전북특별자치도 진안군 가외반로 714
55458,전북특별자치도 진안군 원좌길 18
55407,전북특별자치도 진안군 진무로 2974
