우편번호,주소
34343,대전광역시 대덕구 벚꽃길 93
34335,대전광역시 대덕구 산업단지로 27
34332,대전광역시 대덕구 신탄진로 623
34344,대전광역시 대덕구 상서당3길 23
34327,대전광역시 대덕구 산업단지로 70
34342,대전광역시 대덕구 벚꽃길 76
34341,대전광역시 대덕구 벚꽃길 148
34328,대전광역시 대덕구 산업단지로93번길 101
34305,대전광역시 대덕구 대덕대로1593번길 64
34320,대전광역시 대덕구 석봉로58번안길 104
34319,대전광역시 대덕구 석봉로44번길 13
34317,대전광역시 대덕구 석봉북로23번길 3
34318,대전광역시 대덕구 석봉로57번길 23
34409,대전광역시 대덕구 동춘당로 79
34424,대전광역시 대덕구 송촌남로37번길 14
34401,대전광역시 대덕구 동춘당로94번길 11
34408,대전광역시 대덕구 송촌북로20번길 7
34425,대전광역시 대덕구 송촌남로 30
34421,대전광역시 대덕구 동춘당로31번길 43
34403,대전광역시 대덕구 계족산로 136
34405,대전광역시 대덕구 선비마을로6번길 33
34400,대전광역시 대덕구 동춘당로114번길 11
34423,대전광역시 대덕구 송촌로 67
34404,대전광역시 대덕구 선비마을로23번길 11
34420,대전광역시 대덕구 동춘당로 65
34357,대전광역시 대덕구 신탄진로315번길 67
34348,대전광역시 대덕구 회덕로 14
34349,대전광역시 대덕구 회덕로 19
34358,대전광역시 대덕구 아리랑로55번길 166
34351,대전광역시 대덕구 신탄진로115번안길 24
34324,대전광역시 대덕구 신일동로67번길 40
34326,대전광역시 대덕구 신일서로104번길 2
34325,대전광역시 대덕구 신일서로85번길 75
34336,대전광역시 대덕구 신탄진로738번길 11
34314,대전광역시 대덕구 신탄진로756번길 68
34310,대전광역시 대덕구 신탄진북로 7
34309,대전광역시 대덕구 신탄진북로 47
34307,대전광역시 대덕구 대청로 45
34311,대전광역시 대덕구 신탄진로796번길 27
34306,대전광역시 대덕구 신탄진로844번길 13
34312,대전광역시 대덕구 신탄진동로24번길 10
34308,대전광역시 대덕구 신탄진남로 5
34313,대전광역시 대덕구 신탄진동로30번길 10
34315,대전광역시 대덕구 대청로 170
34338,대전광역시 대덕구 태양마을길 51
34352,대전광역시 대덕구 신탄진로81번길 7
34353,대전광역시 대덕구 신탄진로36번길 101
34350,대전광역시 대덕구 신탄진로 190
34435,대전광역시 대덕구 대전로1032번길 40
34434,대전광역시 대덕구 대전로1087번길 22
34442,대전광역시 대덕구 오정로 1
34443,대전광역시 대덕구 대전로1033번길 20
34433,대전광역시 대덕구 옛신탄진로 149
34440,대전광역시 대덕구 오정로77번길 62
34441,대전광역시 대덕구 오정로41번길 54
34432,대전광역시 대덕구 동산초교로63번길 39
34438,대전광역시 대덕구 오정로100번길 56
34380,대전광역시 대덕구 동심1길 23
34439,대전광역시 대덕구 오정로76번길 57
34429,대전광역시 대덕구 홍도로73번길 55
34430,대전광역시 대덕구 한밭대로1114번길 33
34379,대전광역시 대덕구 한밭대로 1025
34436,대전광역시 대덕구 대전로1118번길 19
34431,대전광역시 대덕구 한남로12번길 27
34378,대전광역시 대덕구 한밭대로1003번길 110
34437,대전광역시 대덕구 대전로1131번길 14
34445,대전광역시 대덕구 대전로 1009
34426,대전광역시 대덕구 한밭대로 1076
34377,대전광역시 대덕구 한밭대로1003번길 83
34346,대전광역시 대덕구 신탄진로218번길 67
34347,대전광역시 대덕구 신탄진로218번길 20
34359,대전광역시 대덕구 대전로1397번길 33
34360,대전광역시 대덕구 대전로 1364
34355,대전광역시 대덕구 아리랑로197번길 52
34354,대전광역시 대덕구 계족로741번길 52
34345,대전광역시 대덕구 장동로 263
34427,대전광역시 대덕구 한밭대로 1136
34389,대전광역시 대덕구 중리북로31번길 11
34410,대전광역시 대덕구 송촌북로5번길 29
34390,대전광역시 대덕구 중리로32번길 5
34411,대전광역시 대덕구 계족로574번길 32
34394,대전광역시 대덕구 중리로7번길 42
34428,대전광역시 대덕구 계족로511번길 71
34395,대전광역시 대덕구 계족로 543
34388,대전광역시 대덕구 중리로63번길 36
34422,대전광역시 대덕구 계족로 554
34391,대전광역시 대덕구 중리로43번길 31
34392,대전광역시 대덕구 중리서로 31
34387,대전광역시 대덕구 중리서로41번길 60
34393,대전광역시 대덕구 한밭대로1087번길 8
34340,대전광역시 대덕구 청자마을길 72
34339,대전광역시 대덕구 평촌2길 66
34337,대전광역시 대덕구 벚꽃길 71
34528,대전광역시 동구 비래서로 74
34505,대전광역시 동구 충정로 77
34532,대전광역시 동구 동서대로1748번길 38
34595,대전광역시 동구 우암로 260
34574,대전광역시 동구 동대전로 311
34508,대전광역시 동구 동대전로264번길 15
34527,대전광역시 동구 동서대로1754번길 60
34587,대전광역시 동구 합내로 10
34598,대전광역시 동구 가양남로 31
34594,대전광역시 동구 가양로80번길 48
34506,대전광역시 동구 우암로326번길 49
34507,대전광역시 동구 동대전로256번길 88
34575,대전광역시 동구 가양로 118
34533,대전광역시 동구 동대전로 300
34534,대전광역시 동구 동대전로290번길 12
34593,대전광역시 동구 우암로 218
34586,대전광역시 동구 우암로 245
34536,대전광역시 동구 흥룡로 80
34535,대전광역시 동구 동대전로284번길 79
34597,대전광역시 동구 가양남로33번길 53
34576,대전광역시 동구 합내로 40
34600,대전광역시 동구 대성1길 13
34529,대전광역시 동구 우암로381번길 5
34503,대전광역시 동구 우암로 368
34573,대전광역시 동구 가양로 154
34596,대전광역시 동구 우암로246번길 41
34530,대전광역시 동구 흥룡로75번길 8
34504,대전광역시 동구 충정로 37
34509,대전광역시 동구 우암로296번길 56
34531,대전광역시 동구 흥룡로65번길 30
34599,대전광역시 동구 갱이1길 16
34577,대전광역시 동구 동서대로1692번길 61
34510,대전광역시 동구 충정로90번길 7
34601,대전광역시 동구 대성2길 53
34602,대전광역시 동구 대성2길 4
34540,대전광역시 동구 동서대로 1747
34585,대전광역시 동구 합내로23번길 13
34588,대전광역시 동구 우암로203번길 12
34607,대전광역시 동구 동중앙로 102
34692,대전광역시 동구 은어송로51번길 20
34680,대전광역시 동구 은어송로 75
34691,대전광역시 동구 대전로472번길 60
34695,대전광역시 동구 은어송로 56
34679,대전광역시 동구 신기로101번길 5
34693,대전광역시 동구 대전로 459
34690,대전광역시 동구 신기로 26
34681,대전광역시 동구 은어송로 117
34698,대전광역시 동구 동구청로 60
34694,대전광역시 동구 대전로 389
34689,대전광역시 동구 대전로 486
34709,대전광역시 동구 안골로 67
34708,대전광역시 동구 물류로14번길 73
34706,대전광역시 동구 산내로 1217
34703,대전광역시 동구 산내로 1206
34707,대전광역시 동구 대전로 85
34704,대전광역시 동구 산내로 1321
34705,대전광역시 동구 산내로1287번길 24
34702,대전광역시 동구 산내로1352번길 7
34701,대전광역시 동구 산내로 1403
34501,대전광역시 동구 회남로 719
34609,대전광역시 동구 동대전로 121
34655,대전광역시 동구 이화로 52
34659,대전광역시 동구 대동초등1길 15
34640,대전광역시 동구 동대전로 68
34637,대전광역시 동구 동대전로46번길 7
34647,대전광역시 동구 대동로20번길 28
34667,대전광역시 동구 옻밭5길 7
34658,대전광역시 동구 계족로 156
34604,대전광역시 동구 계족로 189
34610,대전광역시 동구 계족로 184
34656,대전광역시 동구 대전여고2길 12
34651,대전광역시 동구 동대전로110번길 165
34654,대전광역시 동구 동대전로110번길 100
34657,대전광역시 동구 용운로 39
34649,대전광역시 동구 용운로1번길 82
34648,대전광역시 동구 용운로1번길 65
34650,대전광역시 동구 이화로35번길 28
34616,대전광역시 동구 대동천좌안4길 7
34646,대전광역시 동구 대동로 29
34711,대전광역시 동구 산서로1660번길 56
34710,대전광역시 동구 산서로1615번길 87
34699,대전광역시 동구 대전로 288
34700,대전광역시 동구 대전로 287
34696,대전광역시 동구 대전로 396
34697,대전광역시 동구 대전로 357
34500,대전광역시 동구 대청호수로 667
34712,대전광역시 동구 산내로835번길 398
34564,대전광역시 동구 대전천북로 168
34566,대전광역시 동구 태전로153번길 10
34571,대전광역시 동구 태전로117번길 2
34565,대전광역시 동구 대전천북로126번길 5
34623,대전광역시 동구 대전로867번길 29
34622,대전광역시 동구 대전로 860
34570,대전광역시 동구 태전로114번길 34
34611,대전광역시 동구 우암로 125
34568,대전광역시 동구 대전로 916
34621,대전광역시 동구 대전로 894
34620,대전광역시 동구 대전천동로 708
34624,대전광역시 동구 태전로55번길 7
34563,대전광역시 동구 대전로 985
34613,대전광역시 동구 솔랑6길 50
34567,대전광역시 동구 현암로 17
34615,대전광역시 동구 수향1길 5
34612,대전광역시 동구 소랑길 15
34619,대전광역시 동구 우암로 55
34603,대전광역시 동구 대동천우안5길 110
34562,대전광역시 동구 대전로 986
34569,대전광역시 동구 대전로 935
34502,대전광역시 동구 삼정로88번길 53
34678,대전광역시 동구 삼정로 54
34591,대전광역시 동구 동서대로1572번길 157
34578,대전광역시 동구 계족로392번길 90
34572,대전광역시 동구 동서대로 1658
34579,대전광역시 동구 동서대로1652번길 17
34589,대전광역시 동구 계족로328번길 33
34582,대전광역시 동구 성남로 33
34590,대전광역시 동구 계족로362번길 16
34592,대전광역시 동구 대동천우안5길 166
34561,대전광역시 동구 동서대로 1559
34580,대전광역시 동구 성남로6번길 32
34581,대전광역시 동구 동서대로 1616
34584,대전광역시 동구 계족로368번길 35
34583,대전광역시 동구 계족로368번길 11
34614,대전광역시 동구 솔랑시울길 5
34605,대전광역시 동구 진수길 8
34617,대전광역시 동구 한마음1길 11
34618,대전광역시 동구 중앙로 240
34668,대전광역시 동구 옻밭2길 10
34669,대전광역시 동구 옥천로 52
34642,대전광역시 동구 충무로 255
34638,대전광역시 동구 동대전로46번길 120
34641,대전광역시 동구 계족로 123
34639,대전광역시 동구 계족로 75
34643,대전광역시 동구 새터2길 18
34524,대전광역시 동구 새울로109번길 36
34519,대전광역시 동구 대학로 72
34663,대전광역시 동구 새울로81번길 19
34522,대전광역시 동구 새울로 64
34523,대전광역시 동구 용운로 203
34525,대전광역시 동구 용운로125번길 41
34521,대전광역시 동구 용운로205번길 75
34526,대전광역시 동구 백룡로 123
34520,대전광역시 동구 대학로 62
34660,대전광역시 동구 용운로 114
34661,대전광역시 동구 용운로 124
34652,대전광역시 동구 대학로 8
34662,대전광역시 동구 새울로 103
34653,대전광역시 동구 용암길 16
34666,대전광역시 동구 광명길 59
34550,대전광역시 동구 동서대로 1713
34552,대전광역시 동구 계족로432번길 48
34546,대전광역시 동구 계족로437번길 26
34544,대전광역시 동구 계족로469번길 26
34548,대전광역시 동구 계족로470번길 24
34547,대전광역시 동구 동서대로1653번길 96
34543,대전광역시 동구 한밭대로1268번길 22
34542,대전광역시 동구 계족로490번길 7
34541,대전광역시 동구 계족로511번길 30
34551,대전광역시 동구 동서대로1683번길 64
34539,대전광역시 동구 송촌남로11번길 103
34537,대전광역시 동구 송촌남로11번길 207
34549,대전광역시 동구 한밭대로 1290
34545,대전광역시 동구 계족로489번길 73
34538,대전광역시 동구 한밭대로1237번길 52
34629,대전광역시 동구 대전로 774
34630,대전광역시 동구 대전로 753
34628,대전광역시 동구 대전로779번길 38
34632,대전광역시 동구 대전로 734
34631,대전광역시 동구 대흥로206번길 32
34635,대전광역시 동구 계족로51번길 65
34633,대전광역시 동구 대전천동로 464
34634,대전광역시 동구 대전천동로 412
34516,대전광역시 동구 백룡로47번길 33
34517,대전광역시 동구 백룡로57번길 126
34644,대전광역시 동구 대동로 11
34515,대전광역시 동구 성동로37번길 50
34514,대전광역시 동구 백룡로 9
34645,대전광역시 동구 백룡로14번길 9
34608,대전광역시 동구 동대전로131번길 8
34513,대전광역시 동구 백룡로11번길 113
34512,대전광역시 동구 동대전로218번길 52
34511,대전광역시 동구 백룡로5번길 184
34606,대전광역시 동구 동대전로 171
34518,대전광역시 동구 백룡로 59
34626,대전광역시 동구 역전1길 105
34627,대전광역시 동구 대전로 823
34625,대전광역시 동구 대전로 829
34688,대전광역시 동구 대전로 586
34684,대전광역시 동구 토천4길 39
34687,대전광역시 동구 대전로542번길 63
34683,대전광역시 동구 안샘로 11
34686,대전광역시 동구 대전로542번길 78
34677,대전광역시 동구 판암로 33
34671,대전광역시 동구 옻밭5길 104
34676,대전광역시 동구 옥천로180번길 115
34685,대전광역시 동구 옥천로96번길 106
34670,대전광역시 동구 대동천우안1길 46
34675,대전광역시 동구 옥천로 183
34672,대전광역시 동구 옻밭5길 167
34673,대전광역시 동구 동구청로203번길 13
34682,대전광역시 동구 판암로122번길 40
34665,대전광역시 동구 동부로33번길 46
34674,대전광역시 동구 새울로 41
34664,대전광역시 동구 동부로 55
34553,대전광역시 동구 계족로 413
34558,대전광역시 동구 동서대로 1609
34554,대전광역시 동구 한남로17번길 27
34559,대전광역시 동구 옛신탄진로75번길 26
34557,대전광역시 동구 동산초교로23번길 15
34560,대전광역시 동구 대전로1002번길 24
34555,대전광역시 동구 홍도로39번길 25
34556,대전광역시 동구 동산초교로55번길 21
34636,대전광역시 동구 대전로 628
35389,대전광역시 서구 가수원로 26
35387,대전광역시 서구 벌곡로 1359
35388,대전광역시 서구 벌곡로1328번안길 130
35385,대전광역시 서구 가수원로 91
35390,대전광역시 서구 가수원로 43
35386,대전광역시 서구 가수원로 72
35391,대전광역시 서구 벌곡로1285번길 88
35369,대전광역시 서구 용소로39번길 77
35311,대전광역시 서구 유등로431번길 43
35312,대전광역시 서구 도산로314번길 93
35296,대전광역시 서구 도솔로328번길 91
35318,대전광역시 서구 동서대로 1144
35297,대전광역시 서구 가장로 98
35310,대전광역시 서구 동서대로 1147
35276,대전광역시 서구 신갈마로209번길 61
35275,대전광역시 서구 계룡로320번길 9
35271,대전광역시 서구 대덕대로167번길 47
35265,대전광역시 서구 대덕대로168번길 44
35277,대전광역시 서구 계룡로326번길 139
35231,대전광역시 서구 계룡로407번길 77
35272,대전광역시 서구 대덕대로127번길 64
35227,대전광역시 서구 신갈마로240번길 19
35273,대전광역시 서구 갈마로117번길 23
35282,대전광역시 서구 신갈마로 109
35280,대전광역시 서구 신갈마로127번길 138
35281,대전광역시 서구 신갈마로 110
35218,대전광역시 서구 한밭대로 666
35270,대전광역시 서구 갈마중로 15
35224,대전광역시 서구 신갈마로 233
35266,대전광역시 서구 갈마로147번길 35
35283,대전광역시 서구 신갈마로86번길 64
35278,대전광역시 서구 신갈마로141번길 80
35370,대전광역시 서구 관저로 27
35377,대전광역시 서구 계백로828번길 20
35383,대전광역시 서구 관저남로25번길 23
35357,대전광역시 서구 관저동로 190
35378,대전광역시 서구 구봉로147번길 72
35361,대전광역시 서구 봉우로56번길 23
35360,대전광역시 서구 관저북로51번길 15
35380,대전광역시 서구 구봉산북로280번길 10
35384,대전광역시 서구 관저남로83번길 15
35362,대전광역시 서구 봉우로8번길 23
35363,대전광역시 서구 계백로 1013
35375,대전광역시 서구 관저로 24
35382,대전광역시 서구 관저중로64번길 24
35371,대전광역시 서구 계백로 900
35381,대전광역시 서구 관저동로 70
35372,대전광역시 서구 관저중로95번길 86
35364,대전광역시 서구 관저북로 12
35358,대전광역시 서구 관저북로 78
35373,대전광역시 서구 관저중로 65
35365,대전광역시 서구 관저동로 164
35379,대전광역시 서구 관저동로 84
35374,대전광역시 서구 관저로 46
35376,대전광역시 서구 관저서로 24
35359,대전광역시 서구 관저북로 52
35417,대전광역시 서구 괴곡길 299
35422,대전광역시 서구 고릿골길 118
35416,대전광역시 서구 정림서로 58
35421,대전광역시 서구 상보안길 33
35298,대전광역시 서구 도산로335번길 48
35292,대전광역시 서구 도솔로319번길 8
35287,대전광역시 서구 갈마로 160
35268,대전광역시 서구 계룡로536번길 57
35290,대전광역시 서구 갈마로183번길 7
35299,대전광역시 서구 계룡로 598
35294,대전광역시 서구 도솔로296번길 39
35286,대전광역시 서구 동서대로997번길 57
35267,대전광역시 서구 괴정로 55
35269,대전광역시 서구 도솔로349번길 36
35291,대전광역시 서구 가장로29번길 9
35295,대전광역시 서구 괴정로 108
35293,대전광역시 서구 갈마로219번길 45
35289,대전광역시 서구 도솔로267번길 29
35315,대전광역시 서구 동서대로 1069
35325,대전광역시 서구 배재로262번길 26
35314,대전광역시 서구 갈마로 246
35326,대전광역시 서구 동서대로 1024
35284,대전광역시 서구 신갈마로 8
35288,대전광역시 서구 동서대로1005번길 87
35313,대전광역시 서구 도솔로252번길 10
35343,대전광역시 서구 동서대로 976
35285,대전광역시 서구 대덕대로21번길 25
35329,대전광역시 서구 도마로25번길 15
35337,대전광역시 서구 도학3길 55
35340,대전광역시 서구 도림6길 12
35336,대전광역시 서구 배재로 134
35346,대전광역시 서구 배재로 155
35338,대전광역시 서구 배재로 78
35324,대전광역시 서구 도산로181번길 77
35339,대전광역시 서구 배재로 58
35333,대전광역시 서구 용화4길 3
35401,대전광역시 서구 대신4길 5
35332,대전광역시 서구 도마4길 37
35328,대전광역시 서구 변동중로 24
35330,대전광역시 서구 도마19길 36
35335,대전광역시 서구 제비네8길 69
35334,대전광역시 서구 사마1길 72
35331,대전광역시 서구 도마10길 17
35400,대전광역시 서구 대신1길 46
35344,대전광역시 서구 배재로 185
35347,대전광역시 서구 배재로 123
35402,대전광역시 서구 도산로 8
35327,대전광역시 서구 변동중로 17
35345,대전광역시 서구 배재로 155
35323,대전광역시 서구 도솔로 162
35352,대전광역시 서구 원도안로207번길 15
35353,대전광역시 서구 도안중로305번안길 7
35368,대전광역시 서구 도안동로31번길 27
35366,대전광역시 서구 원도안로25번길 8
35350,대전광역시 서구 도안북로93번길 10
35354,대전광역시 서구 원도안로224번안길 44
35351,대전광역시 서구 도안북로118번길 22
35341,대전광역시 서구 갑천도시고속도로 2208
35355,대전광역시 서구 도안동로 177
35349,대전광역시 서구 도안북로 88
35356,대전광역시 서구 원도안로 110
35367,대전광역시 서구 원도안로 80
35250,대전광역시 서구 둔산남로175번길 16
35235,대전광역시 서구 문정로 29
35241,대전광역시 서구 둔산남로105번길 28
35240,대전광역시 서구 문예로 69
35234,대전광역시 서구 둔산남로9번길 45
35233,대전광역시 서구 둔산로 61
35245,대전광역시 서구 유등로 770
35236,대전광역시 서구 둔산북로 85
35209,대전광역시 서구 청사로 220
35229,대전광역시 서구 대덕대로241번길 35
35208,대전광역시 서구 청사로 189
35230,대전광역시 서구 대덕대로185번길 13
35205,대전광역시 서구 청사로 277
35232,대전광역시 서구 대덕대로 270
35248,대전광역시 서구 둔산로 155
35249,대전광역시 서구 문정로 181
35247,대전광역시 서구 둔산북로 160
35207,대전광역시 서구 문정로 271
35206,대전광역시 서구 청사로 282
35239,대전광역시 서구 둔산중로 69
35228,대전광역시 서구 둔지로 75
35246,대전광역시 서구 둔산로 223
35243,대전광역시 서구 둔산북로 175
35238,대전광역시 서구 둔산서로 100
35242,대전광역시 서구 둔산로 100
35244,대전광역시 서구 둔산북로 215
35237,대전광역시 서구 둔산중로78번길 15
35200,대전광역시 서구 만년로18번길 12
35203,대전광역시 서구 둔산대로117번길 44
35201,대전광역시 서구 만년로 17
35204,대전광역시 서구 유등로 965
35202,대전광역시 서구 만년남로 14
35426,대전광역시 서구 원매노길 34
35425,대전광역시 서구 황골길 247
35322,대전광역시 서구 도마로63번길 18
35317,대전광역시 서구 중반5길 88
35321,대전광역시 서구 동서대로1080번길 37
35342,대전광역시 서구 변동서로6번길 14
35316,대전광역시 서구 변정3길 61
35320,대전광역시 서구 변동로 11
35319,대전광역시 서구 변동중로 71
35412,대전광역시 서구 복수동로52번길 141
35404,대전광역시 서구 복수중로 1
35408,대전광역시 서구 복수동로52번길 111
35413,대전광역시 서구 복수동로74번길 13
35415,대전광역시 서구 유등로 57
35414,대전광역시 서구 유등로17번길 10
35410,대전광역시 서구 복수남로11번길 44
35405,대전광역시 서구 오량4길 16
35406,대전광역시 서구 복수중로34번길 43
35407,대전광역시 서구 복수동로 39
35411,대전광역시 서구 유등로17번길 109
35403,대전광역시 서구 복수서로 63
35409,대전광역시 서구 혜천로 62
35419,대전광역시 서구 내금곡길 270
35418,대전광역시 서구 야실길 67
35424,대전광역시 서구 양지뜸길 46
35305,대전광역시 서구 유등로 503
35309,대전광역시 서구 유등로 613
35302,대전광역시 서구 괴정로 187
35300,대전광역시 서구 용문로 57
35307,대전광역시 서구 계룡로 663
35301,대전광역시 서구 도산로349번길 26
35303,대전광역시 서구 도산로370번길 22
35306,대전광역시 서구 유등로483번길 6
35308,대전광역시 서구 도산로 416
35304,대전광역시 서구 도산로370번길 11
35423,대전광역시 서구 정방길 170
35226,대전광역시 서구 월평새뜸로8번길 15
35223,대전광역시 서구 한밭대로592번길 14
35225,대전광역시 서구 월평서로6번길 57
35279,대전광역시 서구 월드컵대로 483
35221,대전광역시 서구 월평로31번길 14
35274,대전광역시 서구 계룡로264번길 28
35222,대전광역시 서구 월평로 53
35220,대전광역시 서구 한밭대로707번길 23
35214,대전광역시 서구 청사서로 30
35213,대전광역시 서구 대덕대로335번길 13
35210,대전광역시 서구 월평동로 61
35217,대전광역시 서구 월평중로 55
35211,대전광역시 서구 월평북로 27
35216,대전광역시 서구 청사로 65
35212,대전광역시 서구 청사서로 65
35219,대전광역시 서구 청사서로 11
35215,대전광역시 서구 청사서로 41
35428,대전광역시 서구 장안로 579
35399,대전광역시 서구 계백로1286번길 137
35394,대전광역시 서구 정림로70번길 23
35393,대전광역시 서구 정림로65번길 34
35396,대전광역시 서구 계백로1300번길 86
35395,대전광역시 서구 계백로1300번길 17
35348,대전광역시 서구 계백로1307번길 75
35398,대전광역시 서구 정림서로 134
35392,대전광역시 서구 계백로 1236
35397,대전광역시 서구 정림로 55
35253,대전광역시 서구 도솔로483번길 101
35260,대전광역시 서구 문예로 7
35257,대전광역시 서구 도산로431번길 13
35264,대전광역시 서구 계룡로 595
35262,대전광역시 서구 문정로48번길 30
35252,대전광역시 서구 탄방로7번길 138
35259,대전광역시 서구 문정로 41
35258,대전광역시 서구 계룡로615번길 82
35255,대전광역시 서구 남선로 41
35261,대전광역시 서구 문정로 20
35263,대전광역시 서구 문정로90번길 81
35256,대전광역시 서구 탄방로 15
35254,대전광역시 서구 남선로 66
35251,대전광역시 서구 문정로 131
35427,대전광역시 서구 노루벌1길 22
35420,대전광역시 서구 적십자길 15
34132,대전광역시 유성구 과학로 82
34131,대전광역시 유성구 대덕대로 523
34113,대전광역시 유성구 가정로 217
34129,대전광역시 유성구 가정로 168
34130,대전광역시 유성구 대덕대로541번길 99
34150,대전광역시 유성구 갑동로 11
34151,대전광역시 유성구 현충원로 251
34208,대전광역시 유성구 학하서로 29
34209,대전광역시 유성구 학하서로10번길 9
34206,대전광역시 유성구 원계산로 129
34207,대전광역시 유성구 학산로 99
34154,대전광역시 유성구 수통골로 9
34214,대전광역시 유성구 학하로30번길 67
34215,대전광역시 유성구 원계산로 238
34216,대전광역시 유성구 진잠옛로 59
34159,대전광역시 유성구 동서대로189번길 65
34018,대전광역시 유성구 관들2길 72
34044,대전광역시 유성구 엑스포로539번길 253
34019,대전광역시 유성구 관평1로 82
34016,대전광역시 유성구 테크노1로 12
34014,대전광역시 유성구 테크노5로 18
34015,대전광역시 유성구 테크노1로 37
34039,대전광역시 유성구 관용로 59
34017,대전광역시 유성구 관들1길 17
34012,대전광역시 유성구 테크노2로 13
34013,대전광역시 유성구 갑천로 85
34040,대전광역시 유성구 관용로 108
34030,대전광역시 유성구 테크노중앙로 88
34021,대전광역시 유성구 테크노4로 132
34023,대전광역시 유성구 배울2로 68
34020,대전광역시 유성구 관평2로 43
34022,대전광역시 유성구 배울2로 8
34224,대전광역시 유성구 진잠로139번길 71
34225,대전광역시 유성구 진잠로145번길 12
34220,대전광역시 유성구 한우물로 5
34226,대전광역시 유성구 진잠로149번길 30
34002,대전광역시 유성구 구룡달전로191번길 17
34143,대전광역시 유성구 대덕대로 481
34142,대전광역시 유성구 대학로 417
34141,대전광역시 유성구 대학로 291
34176,대전광역시 유성구 계룡로18번길 95
34155,대전광역시 유성구 동서대로5번길 21
34182,대전광역시 유성구 월드컵대로253번안길 34
34174,대전광역시 유성구 유성대로 703
34177,대전광역시 유성구 계룡로46번길 66
34181,대전광역시 유성구 유성대로646번길 72
34196,대전광역시 유성구 유성대로 579
34178,대전광역시 유성구 유성대로654번길 125
34180,대전광역시 유성구 월드컵대로351번길 3
34147,대전광역시 유성구 현충원로 451
34144,대전광역시 유성구 현충원로347번길 77
34156,대전광역시 유성구 박산로 74
34175,대전광역시 유성구 계룡로 3
34167,대전광역시 유성구 문화원로47번길 25
34137,대전광역시 유성구 궁동로14번길 2
34138,대전광역시 유성구 대학로159번길 39
34183,대전광역시 유성구 대학로76번안길 45
34136,대전광역시 유성구 한밭대로371번길 25
34134,대전광역시 유성구 대학로 99
34001,대전광역시 유성구 금남구즉로 1278
34000,대전광역시 유성구 금남구즉로 1010
34091,대전광역시 유성구 노은동로87번길 12
34099,대전광역시 유성구 은구비로 94
34145,대전광역시 유성구 노은서로 53
34092,대전광역시 유성구 노은서로76번길 65
34089,대전광역시 유성구 노은서로112번길 97
34096,대전광역시 유성구 은구비로 100
34084,대전광역시 유성구 노은동로88번길 29
34088,대전광역시 유성구 노은서로 117
34090,대전광역시 유성구 노은동로 111
34146,대전광역시 유성구 노은동로 33
34148,대전광역시 유성구 월드컵대로 32
34217,대전광역시 유성구 유성대로 238
34221,대전광역시 유성구 도안대로 103
34219,대전광역시 유성구 대정로42번길 32
34218,대전광역시 유성구 유성대로250번길 100
34222,대전광역시 유성구 한우물로66번길 2
34158,대전광역시 유성구 동서대로 125
34152,대전광역시 유성구 덕명서로8번길 21
34153,대전광역시 유성구 동서대로 98
34057,대전광역시 유성구 대덕대로 1003
34058,대전광역시 유성구 대덕대로989번길 13
34121,대전광역시 유성구 대덕대로 616
34112,대전광역시 유성구 대덕대로 663
34126,대전광역시 유성구 엑스포로 1
34125,대전광역시 유성구 엑스포로151번길 36
34055,대전광역시 유성구 대덕대로 670
34050,대전광역시 유성구 문지로316번길 54
34056,대전광역시 유성구 문지로 83
34051,대전광역시 유성구 엑스포로 405
34122,대전광역시 유성구 문지로 122
34053,대전광역시 유성구 전민로 41
34065,대전광역시 유성구 반석로142번길 49
34066,대전광역시 유성구 반석서로71번길 44
34061,대전광역시 유성구 송림로19번길 5
34070,대전광역시 유성구 지족동로 184
34068,대전광역시 유성구 반석동로40번길 92
34069,대전광역시 유성구 반석동로 51
34063,대전광역시 유성구 북유성대로316번길 42
34064,대전광역시 유성구 반석로 182
34067,대전광역시 유성구 반석서로 98
34205,대전광역시 유성구 세점길 949
34204,대전광역시 유성구 계백로323번길 102
34101,대전광역시 유성구 유성대로 1430
34059,대전광역시 유성구 유성대로 1369
34161,대전광역시 유성구 복용북로33번길 16
34162,대전광역시 유성구 복용북로 69
34202,대전광역시 유성구 복용동로 129
34160,대전광역시 유성구 복용남로 5
34163,대전광역시 유성구 복용로39번길 6
34157,대전광역시 유성구 학하로211번길 10
34197,대전광역시 유성구 유성대로 580
34185,대전광역시 유성구 온천북로33번길 22
34187,대전광역시 유성구 계룡로113번길 24
34189,대전광역시 유성구 계룡로 142
34190,대전광역시 유성구 봉명서로 7
34179,대전광역시 유성구 도안대로567번길 3
34184,대전광역시 유성구 문화원로 145
34169,대전광역시 유성구 계룡로59번길 25
34168,대전광역시 유성구 대학로 11
34186,대전광역시 유성구 온천로107번길 19
34188,대전광역시 유성구 계룡로 126
34139,대전광역시 유성구 어은로 27
34192,대전광역시 유성구 도안동로 488
34191,대전광역시 유성구 봉명로 94
34003,대전광역시 유성구 금남구즉로 1383
34007,대전광역시 유성구 와룡로136번길 110
34006,대전광역시 유성구 와룡로136번길 27
34004,대전광역시 유성구 구룡달전로 77
34198,대전광역시 유성구 상대서로68번길 5
34201,대전광역시 유성구 상대복용로29번길 21
34199,대전광역시 유성구 상대동로36번길 7
34193,대전광역시 유성구 원신흥북로 12
34194,대전광역시 유성구 도안대로 398
34200,대전광역시 유성구 상대남로 26
34008,대전광역시 유성구 구즉로 59
