우편번호,주소,도로거리(km),최단거리(km),최장거리(km)
26442,강원특별자치도 원주시 치악로 1793,136.6,105.32,321.83
26457,강원특별자치도 원주시 늘품로 187,136.34,105.32,321.83
26445,강원특별자치도 원주시 치악로 1732,136.81,105.32,321.83
26470,강원특별자치도 원주시 갈촌길 97,135.37,105.32,321.83
26468,강원특별자치도 원주시 섭재삼보길 155,135.83,105.32,321.83
26505,강원특별자치도 원주시 치악로 1314,134.83,105.32,321.83
26471,강원특별자치도 원주시 라옹정길 51,135.24,105.32,321.83
26472,강원특별자치도 원주시 시청로 471,135.87,105.32,321.83
26469,강원특별자치도 원주시 치악고교길 13,135.89,105.32,321.83
26473,강원특별자치도 원주시 단관초교길 9,134.99,105.32,321.83
26500,강원특별자치도 원주시 북원로 963,134.28,105.32,321.83
26496,강원특별자치도 원주시 귀문로 582,127.25,105.32,321.83
26502,강원특별자치도 원주시 지차골길 89,133.27,105.32,321.83
26501,강원특별자치도 원주시 분토골길 9,144.93,105.32,321.83
26503,강원특별자치도 원주시 북원로 236,143.96,105.32,321.83
26408,강원특별자치도 원주시 원문로 156,127.25,105.32,321.83
26424,강원특별자치도 원주시 천사로 112,119.92,105.32,321.83
26423,강원특별자치도 원주시 봉화로 46,127.58,105.32,321.83
26434,강원특별자치도 원주시 단구로75번길 3,133.32,105.32,321.83
26436,강원특별자치도 원주시 북원로 2235,119.64,105.32,321.83
26420,강원특별자치도 원주시 백간길 74,120.41,105.32,321.83
26435,강원특별자치도 원주시 북원로2246번길 42,132.98,105.32,321.83
26410,강원특별자치도 원주시 원문로 175,127.13,105.32,321.83
26406,강원특별자치도 원주시 모란1길 51,121.07,105.32,321.83
26382,강원특별자치도 원주시 이화6길 7,119.61,105.32,321.83
26437,강원특별자치도 원주시 봉화로 1,132.74,105.32,321.83
26411,강원특별자치도 원주시 북원로 2321,133.53,105.32,321.83
26421,강원특별자치도 원주시 봉화로 67,127.3,105.32,321.83
26378,강원특별자치도 원주시 봉화서부로 26,126.87,105.32,321.83
26407,강원특별자치도 원주시 북원로 2387,133.83,105.32,321.83
26475,강원특별자치도 원주시 무실로 222,132.34,105.32,321.83
26409,강원특별자치도 원주시 서원대로 33,126.77,105.32,321.83
26413,강원특별자치도 원주시 북원로 2398,133.87,105.32,321.83
26474,강원특별자치도 원주시 이화3길 35,131.69,105.32,321.83
26380,강원특별자치도 원주시 봉화서부로 11,126.86,105.32,321.83
26419,강원특별자치도 원주시 북원로 2312,133.11,105.32,321.83
26476,강원특별자치도 원주시 이화3길 22,131.7,105.32,321.83
26422,강원특별자치도 원주시 백간공원길 14,127.7,105.32,321.83
26349,강원특별자치도 원주시 원문로 336,126.07,105.32,321.83
26418,강원특별자치도 원주시 천사로 111,133.34,105.32,321.83
26381,강원특별자치도 원주시 서원대로86번길 32,127.43,105.32,321.83
26379,강원특별자치도 원주시 봉화서부로 15,126.58,105.32,321.83
26479,강원특별자치도 원주시 서원대로 264,132.11,105.32,321.83
26383,강원특별자치도 원주시 로아노크로 28,132.74,105.32,321.83
26375,강원특별자치도 원주시 전망길 29,127.15,105.32,321.83
26483,강원특별자치도 원주시 천매봉길 85,132.75,105.32,321.83
26400,강원특별자치도 원주시 단관공원길 110,136.02,105.32,321.83
26450,강원특별자치도 원주시 서원대로 485,135.76,105.32,321.83
26451,강원특별자치도 원주시 단사정길 60,135.81,105.32,321.83
26452,강원특별자치도 원주시 치악로 1522,134.69,105.32,321.83
26490,강원특별자치도 원주시 토지길 9,135.96,105.32,321.83
26453,강원특별자치도 원주시 동부순환로 2,134.39,105.32,321.83
26449,강원특별자치도 원주시 송림길 52,135.93,105.32,321.83
26487,강원특별자치도 원주시 서원대로 472,135.67,105.32,321.83
26484,강원특별자치도 원주시 남원로534번길 10,135.23,105.32,321.83
26486,강원특별자치도 원주시 구곡길 57,135.37,105.32,321.83
26485,강원특별자치도 원주시 서원대로 446,135.75,105.32,321.83
26491,강원특별자치도 원주시 단구로 423,135.56,105.32,321.83
26488,강원특별자치도 원주시 늘품로 38,135.25,105.32,321.83
26489,강원특별자치도 원주시 단구로 420,135.29,105.32,321.83
26482,강원특별자치도 원주시 남원로469번길 80,132.29,105.32,321.83
26438,강원특별자치도 원주시 남산로 5,132.73,105.32,321.83
26439,강원특별자치도 원주시 단구로 147,133.07,105.32,321.83
26481,강원특별자치도 원주시 황소마을길 29,132.6,105.32,321.83
26447,강원특별자치도 원주시 서원대로 311,132.76,105.32,321.83
26441,강원특별자치도 원주시 향교길 54,133.81,105.32,321.83
26440,강원특별자치도 원주시 단구로 159,133.15,105.32,321.83
26480,강원특별자치도 원주시 예술관길 10,132.61,105.32,321.83
26399,강원특별자치도 원주시 시청로 278,132.63,105.32,321.83
26387,강원특별자치도 원주시 시청로 30,127.03,105.32,321.83
26388,강원특별자치도 원주시 시청로 72,131.32,105.32,321.83
26396,강원특별자치도 원주시 행가리1길 2,130.27,105.32,321.83
26395,강원특별자치도 원주시 지니기길 11,130,105.32,321.83
26393,강원특별자치도 원주시 무실로 455,131.49,105.32,321.83
26386,강원특별자치도 원주시 만대로 89,126.64,105.32,321.83
26390,강원특별자치도 원주시 시청로 92,131.29,105.32,321.83
26385,강원특별자치도 원주시 만대로 155,131.45,105.32,321.83
26478,강원특별자치도 원주시 무실새골길 66,131.64,105.32,321.83
26392,강원특별자치도 원주시 능라동길 73,131.14,105.32,321.83
26397,강원특별자치도 원주시 마재2로 34,131.87,105.32,321.83
26389,강원특별자치도 원주시 시청로 90,130.95,105.32,321.83
26394,강원특별자치도 원주시 무실로 382,130.75,105.32,321.83
26384,강원특별자치도 원주시 시청로 1,127.15,105.32,321.83
26391,강원특별자치도 원주시 북원로 2115,131.22,105.32,321.83
26477,강원특별자치도 원주시 무실로 300,131.63,105.32,321.83
26398,강원특별자치도 원주시 무실복거리길 32,131.95,105.32,321.83
26369,강원특별자치도 원주시 석지2길 36,118.75,105.32,321.83
26372,강원특별자치도 원주시 동건길 123,116.9,105.32,321.83
26370,강원특별자치도 원주시 건등로 7,116.45,105.32,321.83
26371,강원특별자치도 원주시 원문로 1660,115.88,105.32,321.83
26368,강원특별자치도 원주시 왕건로 5,116.87,105.32,321.83
26361,강원특별자치도 원주시 사자골길 53,113.37,105.32,321.83
26366,강원특별자치도 원주시 원문로 1508,117.8,105.32,321.83
26364,강원특별자치도 원주시 원문로 1208,123.31,105.32,321.83
26367,강원특별자치도 원주시 동화초교길 34,117.24,105.32,321.83
26363,강원특별자치도 원주시 세오름길 8,117.42,105.32,321.83
26365,강원특별자치도 원주시 동화공단로 101,118.48,105.32,321.83
26373,강원특별자치도 원주시 문막골말길 3,116.25,105.32,321.83
26362,강원특별자치도 원주시 문막공단길 99,119.89,105.32,321.83
26360,강원특별자치도 원주시 작달막길 249,122.65,105.32,321.83
26374,강원특별자치도 원주시 개나루길 6,117.62,105.32,321.83
26495,강원특별자치도 원주시 견훤로 941,121.06,105.32,321.83
26460,강원특별자치도 원주시 입춘로 7,136.02,105.32,321.83
26461,강원특별자치도 원주시 입춘로 65,135.67,105.32,321.83
26463,강원특별자치도 원주시 봉황4길 20,144.75,105.32,321.83
26462,강원특별자치도 원주시 세계로 90,129.53,105.32,321.83
26467,강원특별자치도 원주시 건강로 80,135.43,105.32,321.83
26464,강원특별자치도 원주시 혁신로 91,135.62,105.32,321.83
26466,강원특별자치도 원주시 배울로 49,135.36,105.32,321.83
26465,강원특별자치도 원주시 혁신로 50,135.71,105.32,321.83
26459,강원특별자치도 원주시 월운정안길 10,136.02,105.32,321.83
26458,강원특별자치도 원주시 늘품로 199,136.77,105.32,321.83
26456,강원특별자치도 원주시 한가터길 55,137.76,105.32,321.83
26455,강원특별자치도 원주시 한가터길 67,137.7,105.32,321.83
26330,강원특별자치도 원주시 치악로 1868,120.92,105.32,321.83
26331,강원특별자치도 원주시 행구로 84,145.6,105.32,321.83
26329,강원특별자치도 원주시 치악로 1868,120.92,105.32,321.83
26327,강원특별자치도 원주시 치악로 1920,120.76,105.32,321.83
26454,강원특별자치도 원주시 개륜1길 52,122.49,105.32,321.83
26328,강원특별자치도 원주시 봉산1길 18,120.63,105.32,321.83
26497,강원특별자치도 원주시 노숲길 56,123.63,105.32,321.83
26499,강원특별자치도 원주시 부귀로 733,129.32,105.32,321.83
26498,강원특별자치도 원주시 법천시장길 59,111.3,105.32,321.83
26304,강원특별자치도 원주시 치악로 3244,132.44,105.32,321.83
26308,강원특별자치도 원주시 바우실길 61,119.35,105.32,321.83
26309,강원특별자치도 원주시 갓바우길 117,117.95,105.32,321.83
26305,강원특별자치도 원주시 신양선녀길 306,120.25,105.32,321.83
26310,강원특별자치도 원주시 노루고개길 81,143.78,105.32,321.83
26306,강원특별자치도 원주시 장막1길 72,116.83,105.32,321.83
26307,강원특별자치도 원주시 섬배로 151,123.32,105.32,321.83
26311,강원특별자치도 원주시 태장공단길 42,116.87,105.32,321.83
26506,강원특별자치도 원주시 석동구미길 41,155.35,105.32,321.83
26507,강원특별자치도 원주시 도원운학로 975,169.28,105.32,321.83
26508,강원특별자치도 원주시 신림황둔로 822,156.42,105.32,321.83
26344,강원특별자치도 원주시 우무개로 131,127.15,105.32,321.83
26343,강원특별자치도 원주시 북원로2485번길 14,118.64,105.32,321.83
26338,강원특별자치도 원주시 유원길 17,118.92,105.32,321.83
26345,강원특별자치도 원주시 우무개로 83,127.22,105.32,321.83
26341,강원특별자치도 원주시 진광길 37,118.19,105.32,321.83
26337,강원특별자치도 원주시 북원로 2561,117.76,105.32,321.83
26335,강원특별자치도 원주시 우산로 288,117.82,105.32,321.83
26336,강원특별자치도 원주시 우산공단길 26,117.92,105.32,321.83
26342,강원특별자치도 원주시 상지대길 33,118.43,105.32,321.83
26405,강원특별자치도 원주시 우무개로 131,127.15,105.32,321.83
26340,강원특별자치도 원주시 우산초교길 68,118.95,105.32,321.83
26339,강원특별자치도 원주시 상지대길 83,119.43,105.32,321.83
26432,강원특별자치도 원주시 무실로47번길 7,133.45,105.32,321.83
26433,강원특별자치도 원주시 무실로47번길 23,133.47,105.32,321.83
26431,강원특별자치도 원주시 일산로 71,133.68,105.32,321.83
26429,강원특별자치도 원주시 중앙로 31,134.01,105.32,321.83
26427,강원특별자치도 원주시 일산로 33,133.96,105.32,321.83
26425,강원특별자치도 원주시 남산로 118,133.44,105.32,321.83
26417,강원특별자치도 원주시 남산로 142,133.17,105.32,321.83
26428,강원특별자치도 원주시 원일로 137,133.82,105.32,321.83
26426,강원특별자치도 원주시 일산로 20,133.98,105.32,321.83
26415,강원특별자치도 원주시 천사로 223,120.35,105.32,321.83
26355,강원특별자치도 원주시 자작길 8,108.8,105.32,321.83
26354,강원특별자치도 원주시 신지정로 153,109.17,105.32,321.83
26352,강원특별자치도 원주시 신평로 183,109.98,105.32,321.83
26346,강원특별자치도 원주시 능마루길 4,109.59,105.32,321.83
26353,강원특별자치도 원주시 가곡로 59,109.63,105.32,321.83
26359,강원특별자치도 원주시 지정로 156,121.27,105.32,321.83
26356,강원특별자치도 원주시 보통로 567,114.81,105.32,321.83
26348,강원특별자치도 원주시 신무로 336,111.07,105.32,321.83
26351,강원특별자치도 원주시 도원로 134,110.3,105.32,321.83
26301,강원특별자치도 원주시 신평석화로 123,111.06,105.32,321.83
26347,강원특별자치도 원주시 신지정로 408,110.2,105.32,321.83
26350,강원특별자치도 원주시 청정로 46,110.74,105.32,321.83
26358,강원특별자치도 원주시 가마골길 21,105.32,105.32,321.83
26357,강원특별자치도 원주시 월송석화로 428,107.72,105.32,321.83
26312,강원특별자치도 원주시 적동1길 6,115.13,105.32,321.83
26323,강원특별자치도 원주시 육판길 59,120.49,105.32,321.83
26316,강원특별자치도 원주시 북원로2738번길 35,116.53,105.32,321.83
26318,강원특별자치도 원주시 흥양로102번길 12,114.82,105.32,321.83
26321,강원특별자치도 원주시 포란재로 36,115.8,105.32,321.83
26322,강원특별자치도 원주시 현충로 234,117.85,105.32,321.83
26320,강원특별자치도 원주시 북원로 2636,117.65,105.32,321.83
26325,강원특별자치도 원주시 치악로 2039,136.54,105.32,321.83
26324,강원특별자치도 원주시 현충로58번길 71,117.51,105.32,321.83
26313,강원특별자치도 원주시 북원로 2744,117.18,105.32,321.83
26509,강원특별자치도 원주시 소일마을2길 11,119.91,105.32,321.83
26326,강원특별자치도 원주시 현충로 53,119.47,105.32,321.83
26317,강원특별자치도 원주시 태장둔치길 143,115.09,105.32,321.83
26319,강원특별자치도 원주시 북원로2685번길 25,116.77,105.32,321.83
26504,강원특별자치도 원주시 금대길 185,139.25,105.32,321.83
26402,강원특별자치도 원주시 백운정길 87,131.18,105.32,321.83
26401,강원특별자치도 원주시 서곡길 188,135.05,105.32,321.83
26430,강원특별자치도 원주시 자유시장길 43,136.29,105.32,321.83
26414,강원특별자치도 원주시 평원로 84,120.27,105.32,321.83
26412,강원특별자치도 원주시 학성길 67,134.15,105.32,321.83
26332,강원특별자치도 원주시 정지길 222,119.95,105.32,321.83
26416,강원특별자치도 원주시 유문1길 20,133.97,105.32,321.83
26302,강원특별자치도 원주시 호저로 1305,121.37,105.32,321.83
26377,강원특별자치도 원주시 중부동3길 48,123.96,105.32,321.83
26376,강원특별자치도 원주시 하만종2길 55,125.54,105.32,321.83
26300,강원특별자치도 원주시 새매기길 12,112.32,105.32,321.83
26303,강원특별자치도 원주시 호저로 437,116.44,105.32,321.83
26492,강원특별자치도 원주시 대안로 836,127.21,105.32,321.83
26494,강원특별자치도 원주시 무수막1길 5,128.99,105.32,321.83
26493,강원특별자치도 원주시 연세대길 1,130.38,105.32,321.83
26403,강원특별자치도 원주시 울업1길 33,133.1,105.32,321.83
26404,강원특별자치도 원주시 사제로 101,127.3,105.32,321.83
24656,강원특별자치도 인제군 방태산길 219,194.17,105.32,321.83
24655,강원특별자치도 인제군 운이덕길 261,191.03,105.32,321.83
24654,강원특별자치도 인제군 내린천로 4882,193.77,105.32,321.83
24663,강원특별자치도 인제군 머구너미길 174,190.46,105.32,321.83
24653,강원특별자치도 인제군 조침령로 1436,198.74,105.32,321.83
24661,강원특별자치도 인제군 하마로길 13,184.45,105.32,321.83
24659,강원특별자치도 인제군 기린로 12,184.97,105.32,321.83
24660,강원특별자치도 인제군 기린로62번길 19,185.66,105.32,321.83
24662,강원특별자치도 인제군 덕다리길 29,184.27,105.32,321.83
24657,강원특별자치도 인제군 내린천로 3481,179.81,105.32,321.83
24658,강원특별자치도 인제군 조침령로 214,186.49,105.32,321.83
24652,강원특별자치도 인제군 김부대왕로 835,173.75,105.32,321.83
24645,강원특별자치도 인제군 관대두무로 544,181.55,105.32,321.83
24668,강원특별자치도 인제군 자작나무숲길 56,176.22,105.32,321.83
24646,강원특별자치도 인제군 설악로 939,175.37,105.32,321.83
24647,강원특별자치도 인제군 삼팔선로 1641,173.35,105.32,321.83
24649,강원특별자치도 인제군 신남로58번길 37,168.99,105.32,321.83
24650,강원특별자치도 인제군 신남로46번길 14,168.73,105.32,321.83
24648,강원특별자치도 인제군 신남로93번길 10,169.23,105.32,321.83
24651,강원특별자치도 인제군 설악로 391,166.26,105.32,321.83
24606,강원특별자치도 인제군 만해로 410,251.03,105.32,321.83
24605,강원특별자치도 인제군 미시령로 1241,252.08,105.32,321.83
24620,강원특별자치도 인제군 원통로 97,190.92,105.32,321.83
24608,강원특별자치도 인제군 어두원길 120,195.12,105.32,321.83
24616,강원특별자치도 인제군 금강로4번길 19,191.39,105.32,321.83
24622,강원특별자치도 인제군 갈골로1길 6,192.18,105.32,321.83
24619,강원특별자치도 인제군 금강로33번길 51,191.23,105.32,321.83
24621,강원특별자치도 인제군 원통로74번길 44,190.97,105.32,321.83
24614,강원특별자치도 인제군 원통로315번길 4,193.83,105.32,321.83
24615,강원특별자치도 인제군 원통로316번길 8,192.5,105.32,321.83
24612,강원특별자치도 인제군 원통로 157,192.03,105.32,321.83
24617,강원특별자치도 인제군 원통로178번길 13,191.65,105.32,321.83
24613,강원특별자치도 인제군 금강로 62,191.86,105.32,321.83
24618,강원특별자치도 인제군 금강로17번길 7,191.43,105.32,321.83
24610,강원특별자치도 인제군 냇강마을안길 42,195.21,105.32,321.83
24609,강원특별자치도 인제군 풍전동길 13,199.07,105.32,321.83
24611,강원특별자치도 인제군 냇강마을로 170,196.39,105.32,321.83
24607,강원특별자치도 인제군 설악로 3578,198.41,105.32,321.83
24664,강원특별자치도 인제군 김부대왕로 1305,178.43,105.32,321.83
24666,강원특별자치도 인제군 내린천로 1385,197.96,105.32,321.83
24665,강원특별자치도 인제군 미덕길 43,181.79,105.32,321.83
24600,강원특별자치도 인제군 금강로 1674,207.87,105.32,321.83
24604,강원특별자치도 인제군 금강로 1051,201.69,105.32,321.83
24667,강원특별자치도 인제군 천도촌1길 19,206.28,105.32,321.83
24602,강원특별자치도 인제군 천도양지길 213,205.42,105.32,321.83
24601,강원특별자치도 인제군 천도로138번길 9,205.76,105.32,321.83
24603,강원특별자치도 인제군 천도로 58,204.86,105.32,321.83
24643,강원특별자치도 인제군 한석산로 1737,201.4,105.32,321.83
24623,강원특별자치도 인제군 새덕길 60,200.91,105.32,321.83
24640,강원특별자치도 인제군 내린천로 6261,190.16,105.32,321.83
24644,강원특별자치도 인제군 오작로 92,197.31,105.32,321.83
24624,강원특별자치도 인제군 인제로 109,183.03,105.32,321.83
24638,강원특별자치도 인제군 살구미길 76,182.7,105.32,321.83
24625,강원특별자치도 인제군 비봉로30번길 58,183.29,105.32,321.83
24633,강원특별자치도 인제군 인제로140번길 32,183.15,105.32,321.83
24627,강원특별자치도 인제군 내린천로 6766,185.29,105.32,321.83
24641,강원특별자치도 인제군 한석산로 477,191.07,105.32,321.83
24632,강원특별자치도 인제군 인제로168번길 12,183.63,105.32,321.83
24630,강원특별자치도 인제군 인제로231번길 14,184.43,105.32,321.83
24635,강원특별자치도 인제군 비봉로15번길 3,183.81,105.32,321.83
24631,강원특별자치도 인제군 인제로193번길 35,184.32,105.32,321.83
24634,강원특별자치도 인제군 비봉로30번길 17,183.88,105.32,321.83
24636,강원특별자치도 인제군 인제로228번길 6,183.98,105.32,321.83
24637,강원특별자치도 인제군 인제로 242,184.4,105.32,321.83
24639,강원특별자치도 인제군 안삽재길 204,220.12,105.32,321.83
24642,강원특별자치도 인제군 싸리목길 150,204.68,105.32,321.83
24628,강원특별자치도 인제군 인제로 301,185.02,105.32,321.83
24629,강원특별자치도 인제군 인제로 255,184.62,105.32,321.83
24626,강원특별자치도 인제군 이평로 176,188.57,105.32,321.83
26155,강원특별자치도 정선군 고토일길 268,244.58,105.32,321.83
26156,강원특별자치도 정선군 소두문동길 147,248.05,105.32,321.83
26157,강원특별자치도 정선군 함백산로 1454,247.31,105.32,321.83
26154,강원특별자치도 정선군 고한7길 399,250.83,105.32,321.83
26143,강원특별자치도 정선군 채운길 153,232.91,105.32,321.83
26146,강원특별자치도 정선군 무릉1로 85,233.84,105.32,321.83
26147,강원특별자치도 정선군 지장천로 76,234.6,105.32,321.83
26148,강원특별자치도 정선군 강원남로 5242,232.97,105.32,321.83
26145,강원특별자치도 정선군 강원남로 4510,226.05,105.32,321.83
26144,강원특별자치도 정선군 칠현로 170,217.64,105.32,321.83
26100,강원특별자치도 정선군 야미동길 2,217.14,105.32,321.83
26103,강원특별자치도 정선군 문화마을길 33,216.45,105.32,321.83
26101,강원특별자치도 정선군 북평1길 35,216.19,105.32,321.83
26102,강원특별자치도 정선군 서동로 2393,221.33,105.32,321.83
26150,강원특별자치도 정선군 사북중앙로 68,239.05,105.32,321.83
26153,강원특별자치도 정선군 도사곡길 21,240.25,105.32,321.83
26151,강원특별자치도 정선군 사북6길 25,238.87,105.32,321.83
26152,강원특별자치도 정선군 사북1길 55,238.42,105.32,321.83
26149,강원특별자치도 정선군 직전로 763,232.57,105.32,321.83
26138,강원특별자치도 정선군 웃가사길 2,219.72,105.32,321.83
26136,강원특별자치도 정선군 동강로 780,223.82,105.32,321.83
26139,강원특별자치도 정선군 매화동길 160,223.02,105.32,321.83
26140,강원특별자치도 정선군 두위봉길 50,221.23,105.32,321.83
26142,강원특별자치도 정선군 의림로 240,215.41,105.32,321.83
26137,강원특별자치도 정선군 번들길 53,228.78,105.32,321.83
26134,강원특별자치도 정선군 가탄아랫말길 6,233.67,105.32,321.83
26141,강원특별자치도 정선군 새골3길 11,219.44,105.32,321.83
26108,강원특별자치도 정선군 효행길 81,227.42,105.32,321.83
26104,강원특별자치도 정선군 자개길 556,207.66,105.32,321.83
26109,강원특별자치도 정선군 서동로 3867,232.57,105.32,321.83
26105,강원특별자치도 정선군 되골길 30,228.59,105.32,321.83
26107,강원특별자치도 정선군 봉정안길 194,230.55,105.32,321.83
26106,강원특별자치도 정선군 고양로 11,223.21,105.32,321.83
26112,강원특별자치도 정선군 부수배리길 129,272.22,105.32,321.83
26113,강원특별자치도 정선군 미락동안길 139,259.03,105.32,321.83
26114,강원특별자치도 정선군 무낼길 131,263.48,105.32,321.83
26110,강원특별자치도 정선군 서동로 4584,254.25,105.32,321.83
26111,강원특별자치도 정선군 새벼리길 137,256.03,105.32,321.83
26133,강원특별자치도 정선군 소탄길 67,194.95,105.32,321.83
26121,강원특별자치도 정선군 송오다래길 412,222.93,105.32,321.83
26124,강원특별자치도 정선군 대촌길 34,230.26,105.32,321.83
26123,강원특별자치도 정선군 덕산기길 663,236.09,105.32,321.83
26129,강원특별자치도 정선군 봉양6길 47,223.84,105.32,321.83
26131,강원특별자치도 정선군 비봉로 6,223.94,105.32,321.83
26122,강원특별자치도 정선군 녹송5길 42,223.03,105.32,321.83
26130,강원특별자치도 정선군 5일장길 37,223.5,105.32,321.83
26120,강원특별자치도 정선군 동곡길 62,228.78,105.32,321.83
26128,강원특별자치도 정선군 녹송6길 30,222.94,105.32,321.83
26127,강원특별자치도 정선군 녹송로 23,223.99,105.32,321.83
26126,강원특별자치도 정선군 녹송로 74,223.12,105.32,321.83
26135,강원특별자치도 정선군 북실안길 114,225.81,105.32,321.83
26132,강원특별자치도 정선군 북실안길 16,225.04,105.32,321.83
26125,강원특별자치도 정선군 애산로 53,224.04,105.32,321.83
26119,강원특별자치도 정선군 안마을길 18,201.59,105.32,321.83
26117,강원특별자치도 정선군 소일길 123,248.39,105.32,321.83
26118,강원특별자치도 정선군 대지산길 22,247.02,105.32,321.83
26115,강원특별자치도 정선군 함바위길 219,259.48,105.32,321.83
26116,강원특별자치도 정선군 소금강로 530,245.45,105.32,321.83
24046,강원특별자치도 철원군 호국로 4371,132.32,105.32,321.83
24034,강원특별자치도 철원군 호국로 4914,137.3,105.32,321.83
24035,강원특별자치도 철원군 동온동2길 314,137.13,105.32,321.83
24032,강원특별자치도 철원군 갈말로 45,137.77,105.32,321.83
24051,강원특별자치도 철원군 군탄로 97,136.68,105.32,321.83
24036,강원특별자치도 철원군 호국로 4749,137.55,105.32,321.83
24037,강원특별자치도 철원군 군탄로8번길 14,135.86,105.32,321.83
24028,강원특별자치도 철원군 내대2길 8,143.96,105.32,321.83
24031,강원특별자치도 철원군 두루미로 213,142.04,105.32,321.83
24030,강원특별자치도 철원군 태봉로 1182,143.2,105.32,321.83
24033,강원특별자치도 철원군 아랫삼성길 43,138.23,105.32,321.83
24023,강원특별자치도 철원군 태봉대교길 153,140.64,105.32,321.83
24038,강원특별자치도 철원군 명성로174번길 17,135.83,105.32,321.83
24047,강원특별자치도 철원군 삼부연로 92,136.29,105.32,321.83
24049,강원특별자치도 철원군 삼부연로18번길 7,135.67,105.32,321.83
24050,강원특별자치도 철원군 삼부연로 64,136.03,105.32,321.83
24042,강원특별자치도 철원군 명성로158번길 18,135.6,105.32,321.83
24048,강원특별자치도 철원군 명성로 144,135.41,105.32,321.83
24041,강원특별자치도 철원군 명성로158번길 11,135.96,105.32,321.83
24039,강원특별자치도 철원군 명성로174번길 43,136.13,105.32,321.83
24040,강원특별자치도 철원군 삼부연로 59,136.2,105.32,321.83
24009,강원특별자치도 철원군 정연길 137,146.26,105.32,321.83
24029,강원특별자치도 철원군 지경안길 22,146.79,105.32,321.83
24043,강원특별자치도 철원군 명성로 155,135.53,105.32,321.83
24045,강원특별자치도 철원군 명성로139번길 13,135.38,105.32,321.83
24044,강원특별자치도 철원군 명성로139번길 14,135.9,105.32,321.83
24054,강원특별자치도 철원군 도창로 167,148.3,105.32,321.83
24063,강원특별자치도 철원군 영서로 9155,167.81,105.32,321.83
24064,강원특별자치도 철원군 대성로 83,158.51,105.32,321.83
24065,강원특별자치도 철원군 하오재로 1018,125.43,105.32,321.83
24052,강원특별자치도 철원군 유곡로 513,153.92,105.32,321.83
24053,강원특별자치도 철원군 생창길 494,158.21,105.32,321.83
24055,강원특별자치도 철원군 망경동길 74,151.67,105.32,321.83
24010,강원특별자치도 철원군 금강산로 556,136.6,105.32,321.83
24001,강원특별자치도 철원군 금학로 622,135.93,105.32,321.83
24027,강원특별자치도 철원군 상노1길 48,133.28,105.32,321.83
24026,강원특별자치도 철원군 담터길 350,133.62,105.32,321.83
24003,강원특별자치도 철원군 태봉로 2650,134.28,105.32,321.83
24024,강원특별자치도 철원군 북원로 1120,135.32,105.32,321.83
24025,강원특별자치도 철원군 오지3길 9,135.58,105.32,321.83
24014,강원특별자치도 철원군 금학로 225,138.47,105.32,321.83
24019,강원특별자치도 철원군 이평1로69번길 55,138.15,105.32,321.83
24017,강원특별자치도 철원군 이평3로 97,138.09,105.32,321.83
24020,강원특별자치도 철원군 금학로59번길 27,137.07,105.32,321.83
24018,강원특별자치도 철원군 금학로187번안길 15,138.42,105.32,321.83
24016,강원특별자치도 철원군 이평2로 35,138.57,105.32,321.83
24021,강원특별자치도 철원군 금학로98번길 7,137.41,105.32,321.83
24013,강원특별자치도 철원군 이평로111번길 36,138.94,105.32,321.83
24022,강원특별자치도 철원군 북원로 1298,137.62,105.32,321.83
24011,강원특별자치도 철원군 이평로46번길 16,135.47,105.32,321.83
24012,강원특별자치도 철원군 이평로100번길 4,138.98,105.32,321.83
24015,강원특별자치도 철원군 이평3로 131,138.29,105.32,321.83
24058,강원특별자치도 철원군 와수로166번길 6,128.94,105.32,321.83
24061,강원특별자치도 철원군 와수로 17,129.58,105.32,321.83
24057,강원특별자치도 철원군 아리랑로63번길 18,155.46,105.32,321.83
24056,강원특별자치도 철원군 약수로 141,156.04,105.32,321.83
24059,강원특별자치도 철원군 와수1로19번길 3,155.26,105.32,321.83
24060,강원특별자치도 철원군 와수1로19번길 58,155.88,105.32,321.83
24062,강원특별자치도 철원군 금강로 7819,120.34,105.32,321.83
24000,강원특별자치도 철원군 대마1길 34,132.16,105.32,321.83
24002,강원특별자치도 철원군 평화백마길 90,130.63,105.32,321.83
24008,강원특별자치도 철원군 화지로24번안길 36,135.75,105.32,321.83
24005,강원특별자치도 철원군 금학로290번길 15,134.99,105.32,321.83
24006,강원특별자치도 철원군 금학로279번길 12,135.01,105.32,321.83
24007,강원특별자치도 철원군 금학로 286,134.9,105.32,321.83
24004,강원특별자치도 철원군 금학로339번길 12,134.48,105.32,321.83
24262,강원특별자치도 춘천시 교동길 57,137.49,105.32,321.83
24259,강원특별자치도 춘천시 교동길 48,137.34,105.32,321.83
24261,강원특별자치도 춘천시 교동길 24,137.25,105.32,321.83
24264,강원특별자치도 춘천시 향교옆길 19,137.88,105.32,321.83
24263,강원특별자치도 춘천시 봉의산길22번길 28,137.98,105.32,321.83
24253,강원특별자치도 춘천시 삭주로 77,137.82,105.32,321.83
24258,강원특별자치도 춘천시 성심로 5,137.69,105.32,321.83
24275,강원특별자치도 춘천시 공지로 502,137.59,105.32,321.83
24246,강원특별자치도 춘천시 중앙로194번길 17,137.24,105.32,321.83
24238,강원특별자치도 춘천시 영서로 2503,138.88,105.32,321.83
24244,강원특별자치도 춘천시 공지로 617,140.3,105.32,321.83
