우편번호,주소,도로거리(km),최단거리(km),최장거리(km)
25746,강원특별자치도 동해시 삼화로 375,272.52,105.32,321.83
25745,강원특별자치도 동해시 삼화로 85,269.65,105.32,321.83
25744,강원특별자치도 동해시 이기로 97,272.68,105.32,321.83
25789,강원특별자치도 동해시 송정로 27,263.76,105.32,321.83
25779,강원특별자치도 동해시 대동로 210,265.16,105.32,321.83
25788,강원특별자치도 동해시 솔밭2길 11,264.29,105.32,321.83
25785,강원특별자치도 동해시 대동로 261,263.35,105.32,321.83
25776,강원특별자치도 동해시 용정로 67,264.18,105.32,321.83
25787,강원특별자치도 동해시 동해역길 126,264.52,105.32,321.83
25786,강원특별자치도 동해시 송정중앙로 67,263.69,105.32,321.83
25809,강원특별자치도 동해시 청운2길 17,263.79,105.32,321.83
25804,강원특별자치도 동해시 언당길 5,263.62,105.32,321.83
25702,강원특별자치도 동해시 터일길 7,253.66,105.32,321.83
25783,강원특별자치도 동해시 해안로 65,263.2,105.32,321.83
25780,강원특별자치도 동해시 봉오동길 46,262.34,105.32,321.83
25784,강원특별자치도 동해시 숫골길 17,263.31,105.32,321.83
25819,강원특별자치도 동해시 이원길 168,263.48,105.32,321.83
25801,강원특별자치도 동해시 분토길 165,263.34,105.32,321.83
25800,강원특별자치도 동해시 지양길 200,264.06,105.32,321.83
25771,강원특별자치도 동해시 동굴로 77,264.8,105.32,321.83
25764,강원특별자치도 동해시 항골길 28,261.46,105.32,321.83
25777,강원특별자치도 동해시 감추1길 10,261.73,105.32,321.83
25775,강원특별자치도 동해시 충혼길 23,261.62,105.32,321.83
25778,강원특별자치도 동해시 감추2길 27,262.01,105.32,321.83
25769,강원특별자치도 동해시 한섬로 107,261.96,105.32,321.83
25766,강원특별자치도 동해시 한섬로 23,261.55,105.32,321.83
25759,강원특별자치도 동해시 천곡2길 3,262.29,105.32,321.83
25752,강원특별자치도 동해시 평원1길 5,263.15,105.32,321.83
25761,강원특별자치도 동해시 천곡로 44,262.2,105.32,321.83
25770,강원특별자치도 동해시 동굴로 123,262,105.32,321.83
25781,강원특별자치도 동해시 감추로 8,262,105.32,321.83
25754,강원특별자치도 동해시 천곡로 117,262.94,105.32,321.83
25750,강원특별자치도 동해시 평릉길 21,262.38,105.32,321.83
25768,강원특별자치도 동해시 중앙로 229,262.64,105.32,321.83
25772,강원특별자치도 동해시 한섬로 28,261.06,105.32,321.83
25758,강원특별자치도 동해시 천곡로 35,262.11,105.32,321.83
25767,강원특별자치도 동해시 한섬로 73,261.42,105.32,321.83
25755,강원특별자치도 동해시 천곡로 77,262.81,105.32,321.83
25749,강원특별자치도 동해시 평릉길 14,261.92,105.32,321.83
25753,강원특별자치도 동해시 한섬해안길 104,263.24,105.32,321.83
25763,강원특별자치도 동해시 천곡로 24,261.88,105.32,321.83
25765,강원특별자치도 동해시 샘실1길 3,261.27,105.32,321.83
25774,강원특별자치도 동해시 동굴로 15,260.62,105.32,321.83
25773,강원특별자치도 동해시 한섬로 22,261,105.32,321.83
25756,강원특별자치도 동해시 천곡1길 90,262.2,105.32,321.83
25760,강원특별자치도 동해시 대학로 31,262.54,105.32,321.83
25747,강원특별자치도 동해시 평릉1길 37,262.26,105.32,321.83
25748,강원특별자치도 동해시 평릉1길 37,262.26,105.32,321.83
25757,강원특별자치도 동해시 천곡로 15,262.05,105.32,321.83
25782,강원특별자치도 동해시 중앙로 143,262.02,105.32,321.83
25751,강원특별자치도 동해시 하평로 44,262.6,105.32,321.83
25737,강원특별자치도 동해시 평원1길 135,257.5,105.32,321.83
25739,강원특별자치도 동해시 평원로 115,263.21,105.32,321.83
25802,강원특별자치도 동해시 효자로 691,262.02,105.32,321.83
25953,강원특별자치도 삼척시 동활길 138,274.91,105.32,321.83
25954,강원특별자치도 삼척시 오목길 495,291.78,105.32,321.83
25955,강원특별자치도 삼척시 청옥로 4090,292.26,105.32,321.83
25909,강원특별자치도 삼척시 새천년도로 589,268.92,105.32,321.83
25908,강원특별자치도 삼척시 동해대로 4303,268.78,105.32,321.83
25919,강원특별자치도 삼척시 근산길 227,270.78,105.32,321.83
25910,강원특별자치도 삼척시 광진2길 59,274.27,105.32,321.83
25923,강원특별자치도 삼척시 청석로2길 3,272.38,105.32,321.83
25911,강원특별자치도 삼척시 동해대로 4183,270.43,105.32,321.83
25916,강원특별자치도 삼척시 중앙로 279,271.78,105.32,321.83
25912,강원특별자치도 삼척시 언장2길 38,269.33,105.32,321.83
25924,강원특별자치도 삼척시 청석로3길 16,272.71,105.32,321.83
25925,강원특별자치도 삼척시 동해대로 4122,273.82,105.32,321.83
25913,강원특별자치도 삼척시 중앙로 346,272.6,105.32,321.83
25915,강원특별자치도 삼척시 봉황로 147,269.98,105.32,321.83
25928,강원특별자치도 삼척시 척주로 96,272.28,105.32,321.83
25914,강원특별자치도 삼척시 중앙로 296,271.84,105.32,321.83
25936,강원특별자치도 삼척시 광태길 109,283.52,105.32,321.83
25933,강원특별자치도 삼척시 교가2길 10,280.13,105.32,321.83
25934,강원특별자치도 삼척시 교가오리길 24,281.42,105.32,321.83
25937,강원특별자치도 삼척시 궁촌길 404,290.97,105.32,321.83
25932,강원특별자치도 삼척시 금계1길 19,281.19,105.32,321.83
25935,강원특별자치도 삼척시 부남길 24,283.05,105.32,321.83
25938,강원특별자치도 삼척시 용화해변1길 12,293.38,105.32,321.83
25929,강원특별자치도 삼척시 남양안길 21,271.69,105.32,321.83
25922,강원특별자치도 삼척시 사대길 41,271.94,105.32,321.83
25930,강원특별자치도 삼척시 중앙로4길 16,271.97,105.32,321.83
25921,강원특별자치도 삼척시 척주로 31,271.98,105.32,321.83
25920,강원특별자치도 삼척시 중앙시장길 68,271.46,105.32,321.83
25940,강원특별자치도 삼척시 개산길 430,288.74,105.32,321.83
25941,강원특별자치도 삼척시 문의재로 2112,284.17,105.32,321.83
25939,강원특별자치도 삼척시 시목길 390,285.31,105.32,321.83
25917,강원특별자치도 삼척시 대학로 19,271.11,105.32,321.83
25906,강원특별자치도 삼척시 도경북길 100,269.87,105.32,321.83
25945,강원특별자치도 삼척시 소달길 8,290.26,105.32,321.83
25952,강원특별자치도 삼척시 구사1길 56,267.13,105.32,321.83
25946,강원특별자치도 삼척시 늑구2길 81,291.56,105.32,321.83
25947,강원특별자치도 삼척시 강원남부로 1545,270.34,105.32,321.83
25948,강원특별자치도 삼척시 도계우회로 78,270.41,105.32,321.83
25944,강원특별자치도 삼척시 발이1길 10,291.93,105.32,321.83
25951,강원특별자치도 삼척시 강원남부로 1042,258.68,105.32,321.83
25950,강원특별자치도 삼척시 흥전길 128,272.71,105.32,321.83
25949,강원특별자치도 삼척시 황조길 255,277.72,105.32,321.83
25907,강원특별자치도 삼척시 오십천로 80,272.59,105.32,321.83
25903,강원특별자치도 삼척시 고천1길 6,281.22,105.32,321.83
25905,강원특별자치도 삼척시 동산길 511,283.83,105.32,321.83
25904,강원특별자치도 삼척시 무사길 299,274.61,105.32,321.83
25942,강원특별자치도 삼척시 준경길 333,284.07,105.32,321.83
25943,강원특별자치도 삼척시 대평길 342,287.44,105.32,321.83
25931,강원특별자치도 삼척시 동해대로 3785,277.06,105.32,321.83
25918,강원특별자치도 삼척시 원당로1길 13,273.26,105.32,321.83
25956,강원특별자치도 삼척시 갈남길 32,298.89,105.32,321.83
25959,강원특별자치도 삼척시 기곡4길 276,321.83,105.32,321.83
25960,강원특별자치도 삼척시 가곡천로 2987,312.41,105.32,321.83
25957,강원특별자치도 삼척시 비화진길 117,305.8,105.32,321.83
25961,강원특별자치도 삼척시 삼척로 732,307.76,105.32,321.83
25958,강원특별자치도 삼척시 이천4길 395,317.47,105.32,321.83
25927,강원특별자치도 삼척시 정상로 17,275.88,105.32,321.83
25926,강원특별자치도 삼척시 정상로4길 32,276.21,105.32,321.83
25900,강원특별자치도 삼척시 백두대간로 3454,271.17,105.32,321.83
25901,강원특별자치도 삼척시 하장길 110,253.2,105.32,321.83
25902,강원특별자치도 삼척시 오두재로 48,236.99,105.32,321.83
24836,강원특별자치도 속초시 엑스포로 172,216.92,105.32,321.83
24839,강원특별자치도 속초시 교동로 42,238.22,105.32,321.83
24854,강원특별자치도 속초시 엑스포로2길 26,238.43,105.32,321.83
24848,강원특별자치도 속초시 만천4길 4,238.02,105.32,321.83
24847,강원특별자치도 속초시 만천6길 11,238.4,105.32,321.83
24853,강원특별자치도 속초시 중앙로17번길 12,238.8,105.32,321.83
24855,강원특별자치도 속초시 먹거리길 40,238.23,105.32,321.83
24863,강원특별자치도 속초시 청대로351번길 24,238.01,105.32,321.83
24838,강원특별자치도 속초시 중앙로46번길 39,216.89,105.32,321.83
24862,강원특별자치도 속초시 밤골5길 20,237.16,105.32,321.83
24835,강원특별자치도 속초시 교동로1길 11,238.8,105.32,321.83
24812,강원특별자치도 속초시 장천1길 116,237.88,105.32,321.83
24845,강원특별자치도 속초시 교동로6길 52,238.28,105.32,321.83
24858,강원특별자치도 속초시 먹거리7길 22,238.22,105.32,321.83
24860,강원특별자치도 속초시 도리원길 122,238.43,105.32,321.83
24829,강원특별자치도 속초시 수복로 109,239.11,105.32,321.83
24856,강원특별자치도 속초시 먹거리길 17,238.17,105.32,321.83
24842,강원특별자치도 속초시 번영로43번길 18,238.41,105.32,321.83
24846,강원특별자치도 속초시 교동로 15,238.49,105.32,321.83
24815,강원특별자치도 속초시 미시령로 3395,238.63,105.32,321.83
24819,강원특별자치도 속초시 미시령로 3343,237.64,105.32,321.83
24843,강원특별자치도 속초시 번영로31번길 12,238.34,105.32,321.83
24844,강원특별자치도 속초시 동해대로 4320,237.49,105.32,321.83
24852,강원특별자치도 속초시 만천1길 7,237.94,105.32,321.83
24820,강원특별자치도 속초시 미시령로 3389,237.9,105.32,321.83
24850,강원특별자치도 속초시 동해대로 4308,237.4,105.32,321.83
24851,강원특별자치도 속초시 동해대로 4292,237.73,105.32,321.83
24802,강원특별자치도 속초시 미시령로 3265,236.93,105.32,321.83
24817,강원특별자치도 속초시 미시령로3337번길 6,237.46,105.32,321.83
24849,강원특별자치도 속초시 만천4길 1,238.08,105.32,321.83
24840,강원특별자치도 속초시 교동로7길 31,238.26,105.32,321.83
24841,강원특별자치도 속초시 교동로7길 34,238.31,105.32,321.83
24861,강원특별자치도 속초시 밤골3길 39,237.13,105.32,321.83
24857,강원특별자치도 속초시 먹거리길 9,238.02,105.32,321.83
24818,강원특별자치도 속초시 미시령로3337번길 6,237.46,105.32,321.83
24816,강원특별자치도 속초시 미시령로3359번길 15,238,105.32,321.83
24837,강원특별자치도 속초시 중앙로 122,217.11,105.32,321.83
24832,강원특별자치도 속초시 중앙로129번길 35,239.53,105.32,321.83
24831,강원특별자치도 속초시 번영로72번길 43,239.26,105.32,321.83
24814,강원특별자치도 속초시 번영로97번길 33,239.22,105.32,321.83
24813,강원특별자치도 속초시 미시령로3359번길 71,238.23,105.32,321.83
24830,강원특별자치도 속초시 수복로187번길 15,239.02,105.32,321.83
24833,강원특별자치도 속초시 수복로 174,239.27,105.32,321.83
24806,강원특별자치도 속초시 영랑호반길 195,240.24,105.32,321.83
24834,강원특별자치도 속초시 청학로2길 92,239.11,105.32,321.83
24828,강원특별자치도 속초시 번영로97번길 32,239.2,105.32,321.83
24864,강원특별자치도 속초시 노리4길 13,236.78,105.32,321.83
24800,강원특별자치도 속초시 원암학사평길 88,233.49,105.32,321.83
24859,강원특별자치도 속초시 신흥2길 16,234.54,105.32,321.83
24867,강원특별자치도 속초시 관광로363번길 92,235.59,105.32,321.83
24866,강원특별자치도 속초시 온천로 56,236.13,105.32,321.83
24865,강원특별자치도 속초시 도리원길 5,237.29,105.32,321.83
24868,강원특별자치도 속초시 싸리재길 247,237.34,105.32,321.83
24899,강원특별자치도 속초시 농공단지2길 33,229.32,105.32,321.83
24902,강원특별자치도 속초시 동해대로 3641,228.42,105.32,321.83
24900,강원특별자치도 속초시 해오름로 86,230.78,105.32,321.83
24901,강원특별자치도 속초시 대포항희망1길 57,229.41,105.32,321.83
24888,강원특별자치도 속초시 해오름로 129,231.23,105.32,321.83
24904,강원특별자치도 속초시 설악산로352번길 64,226.93,105.32,321.83
24827,강원특별자치도 속초시 장안로1길 14,239.36,105.32,321.83
24821,강원특별자치도 속초시 번영로 139,239.79,105.32,321.83
24811,강원특별자치도 속초시 영랑해안길 6,240.56,105.32,321.83
24822,강원특별자치도 속초시 법대로 7,239.89,105.32,321.83
24823,강원특별자치도 속초시 장안로 31,240.06,105.32,321.83
24824,강원특별자치도 속초시 동명항길 35,240.26,105.32,321.83
24825,강원특별자치도 속초시 중앙로199번길 12,239.63,105.32,321.83
24826,강원특별자치도 속초시 중앙로 195,240.03,105.32,321.83
24903,강원특별자치도 속초시 설악산로 998,231.84,105.32,321.83
24810,강원특별자치도 속초시 영랑해안길 141,240.37,105.32,321.83
24807,강원특별자치도 속초시 중앙로 331,243.69,105.32,321.83
24809,강원특별자치도 속초시 영랑로 23,240.06,105.32,321.83
24808,강원특별자치도 속초시 중앙로 320,240.32,105.32,321.83
24804,강원특별자치도 속초시 장사항해안길 21,242.97,105.32,321.83
24805,강원특별자치도 속초시 영랑호반길 615,243.35,105.32,321.83
24801,강원특별자치도 속초시 미시령로 3097,235.05,105.32,321.83
24803,강원특별자치도 속초시 중앙로419번길 17,242.79,105.32,321.83
24890,강원특별자치도 속초시 선사로5길 35,231.1,105.32,321.83
24886,강원특별자치도 속초시 청호로2길 22,231.57,105.32,321.83
24871,강원특별자치도 속초시 조양로 254,215.47,105.32,321.83
24880,강원특별자치도 속초시 청대로204번길 22,230.84,105.32,321.83
24897,강원특별자치도 속초시 논산길 18,230.28,105.32,321.83
24878,강원특별자치도 속초시 청대로232번길 15,231.09,105.32,321.83
24885,강원특별자치도 속초시 동해대로 4010,231.55,105.32,321.83
24892,강원특별자치도 속초시 조양로 56,231.64,105.32,321.83
24891,강원특별자치도 속초시 동해대로 4039,231.45,105.32,321.83
24873,강원특별자치도 속초시 동해대로 4091,231.13,105.32,321.83
24869,강원특별자치도 속초시 청대마을길 34,215.59,105.32,321.83
24894,강원특별자치도 속초시 조양로21번길 11,231.12,105.32,321.83
24872,강원특별자치도 속초시 청초호반로 107,239.32,105.32,321.83
24887,강원특별자치도 속초시 새마을6길 29,230.99,105.32,321.83
24870,강원특별자치도 속초시 조양로 241,238.67,105.32,321.83
24877,강원특별자치도 속초시 청대로232번길 8,230.99,105.32,321.83
24874,강원특별자치도 속초시 동해대로 4125,215.49,105.32,321.83
24893,강원특별자치도 속초시 동해대로 3951,231.22,105.32,321.83
24895,강원특별자치도 속초시 조양로21번길 14,231.02,105.32,321.83
24879,강원특별자치도 속초시 청대로232번길 15,231.09,105.32,321.83
24876,강원특별자치도 속초시 조양상가길 18,231.2,105.32,321.83
24896,강원특별자치도 속초시 온정로 18,231.14,105.32,321.83
24875,강원특별자치도 속초시 조양로 166,230.53,105.32,321.83
24898,강원특별자치도 속초시 온정로1길 11,230.98,105.32,321.83
24881,강원특별자치도 속초시 조양로 163,230.62,105.32,321.83
24883,강원특별자치도 속초시 청호로 75,232.01,105.32,321.83
24884,강원특별자치도 속초시 청호로 76,232.05,105.32,321.83
24882,강원특별자치도 속초시 설악금강대교로 136,233.52,105.32,321.83
24552,강원특별자치도 양구군 남동로 188,189.36,105.32,321.83
24557,강원특별자치도 양구군 봉화산로260번길 81,182.26,105.32,321.83
24558,강원특별자치도 양구군 정중앙로 22,180.78,105.32,321.83
24556,강원특별자치도 양구군 봉화산로352번길 187,184,105.32,321.83
24560,강원특별자치도 양구군 관대두무로 1168,187.76,105.32,321.83
24555,강원특별자치도 양구군 정중앙로 508,184.26,105.32,321.83
24517,강원특별자치도 양구군 소양석현길 47,179.08,105.32,321.83
24553,강원특별자치도 양구군 정중앙로 798,187.31,105.32,321.83
24554,강원특별자치도 양구군 정중앙로663번길 9,185.67,105.32,321.83
24559,강원특별자치도 양구군 삼팔선로 766,182.06,105.32,321.83
24551,강원특별자치도 양구군 남동로321번길 40,191.08,105.32,321.83
24508,강원특별자치도 양구군 남동로707번길 28,194.03,105.32,321.83
24509,강원특별자치도 양구군 남동로707번길 34,193.99,105.32,321.83
24505,강원특별자치도 양구군 돌산령로 605,203.4,105.32,321.83
24511,강원특별자치도 양구군 원당길 47,196.74,105.32,321.83
24507,강원특별자치도 양구군 금강산로 1693,197.57,105.32,321.83
24506,강원특별자치도 양구군 숨골로 751,202.8,105.32,321.83
24510,강원특별자치도 양구군 약수터길 9,193.11,105.32,321.83
24501,강원특별자치도 양구군 평화로 5962,197.4,105.32,321.83
24503,강원특별자치도 양구군 평화로5107번길 21,205.96,105.32,321.83
24504,강원특별자치도 양구군 평화로 4434,205.44,105.32,321.83
24502,강원특별자치도 양구군 장거리길43번길 16,205.08,105.32,321.83
24500,강원특별자치도 양구군 천미길 69,211.75,105.32,321.83
24514,강원특별자치도 양구군 고대길 137,189.53,105.32,321.83
24518,강원특별자치도 양구군 춘양로2545번길 17,177.16,105.32,321.83
24515,강원특별자치도 양구군 파로호로 537,188.65,105.32,321.83
24512,강원특별자치도 양구군 도사리길185번길 6,192.01,105.32,321.83
24543,강원특별자치도 양구군 청춘로 73,182.26,105.32,321.83
24530,강원특별자치도 양구군 택지길 74,183.63,105.32,321.83
24541,강원특별자치도 양구군 청춘로 40,182.53,105.32,321.83
24534,강원특별자치도 양구군 중앙길 65,183.38,105.32,321.83
24545,강원특별자치도 양구군 양남로16번길 10,183.14,105.32,321.83
24519,강원특별자치도 양구군 박수근로365번길 20,183.56,105.32,321.83
24547,강원특별자치도 양구군 우정로 36,181.72,105.32,321.83
24537,강원특별자치도 양구군 비봉로 26,183.22,105.32,321.83
24526,강원특별자치도 양구군 비봉로 64,183.8,105.32,321.83
24546,강원특별자치도 양구군 중심로 52,181.72,105.32,321.83
24533,강원특별자치도 양구군 해시계로 21,183.01,105.32,321.83
24536,강원특별자치도 양구군 장터길 46,183.22,105.32,321.83
24523,강원특별자치도 양구군 양남로 11,183,105.32,321.83
24538,강원특별자치도 양구군 택지길 50,183.29,105.32,321.83
24531,강원특별자치도 양구군 비봉로 44,183.38,105.32,321.83
24548,강원특별자치도 양구군 청춘로 83,182.04,105.32,321.83
24535,강원특별자치도 양구군 양구새싹로 27,183.13,105.32,321.83
24544,강원특별자치도 양구군 우정로 76,182.16,105.32,321.83
24542,강원특별자치도 양구군 청춘로 7,182.97,105.32,321.83
24529,강원특별자치도 양구군 택지길 106,183.48,105.32,321.83
24527,강원특별자치도 양구군 양록길23번길 12,183.62,105.32,321.83
24525,강원특별자치도 양구군 중심로 189,183.21,105.32,321.83
24532,강원특별자치도 양구군 중앙길 32,183.52,105.32,321.83
24524,강원특별자치도 양구군 중심로 192,183.18,105.32,321.83
24528,강원특별자치도 양구군 양록길 17,183.89,105.32,321.83
24521,강원특별자치도 양구군 비봉로73번길 52,183.87,105.32,321.83
24516,강원특별자치도 양구군 상무룡로 396,203.38,105.32,321.83
24549,강원특별자치도 양구군 금강산로 25,182.12,105.32,321.83
24539,강원특별자치도 양구군 박수근로 305,183.29,105.32,321.83
24540,강원특별자치도 양구군 박수근로 322,183.13,105.32,321.83
24550,강원특별자치도 양구군 박수근로285번길 45,183.45,105.32,321.83
24513,강원특별자치도 양구군 죽곡로73번길 1,187.79,105.32,321.83
24520,강원특별자치도 양구군 금강산로 569,189.19,105.32,321.83
24522,강원특별자치도 양구군 관공서로16번길 5,183.24,105.32,321.83
24564,강원특별자치도 양구군 펀치볼로 956,208.56,105.32,321.83
24562,강원특별자치도 양구군 전망대로 248,215.6,105.32,321.83
24561,강원특별자치도 양구군 땅굴로 454,217.45,105.32,321.83
24563,강원특별자치도 양구군 동막동길 50,213.74,105.32,321.83
25006,강원특별자치도 양양군 화채봉길 183,223.93,105.32,321.83
25000,강원특별자치도 양양군 물치천로 157,226.97,105.32,321.83
25061,강원특별자치도 양양군 물치천로 58,227.09,105.32,321.83
25005,강원특별자치도 양양군 물치천로 194,227.32,105.32,321.83
25007,강원특별자치도 양양군 안골로 132,222.97,105.32,321.83
25009,강원특별자치도 양양군 사자평길 28,222.03,105.32,321.83
25014,강원특별자치도 양양군 주청1길 64,221.69,105.32,321.83
25004,강원특별자치도 양양군 동해대로 3277,223.6,105.32,321.83
25003,강원특별자치도 양양군 동해대로 3335,224.94,105.32,321.83
25001,강원특별자치도 양양군 장산1길 68,227.2,105.32,321.83
25002,강원특별자치도 양양군 진미로 273,229.09,105.32,321.83
25008,강원특별자치도 양양군 낙산사로 95,222.26,105.32,321.83
25015,강원특별자치도 양양군 동해대로 3038,220.96,105.32,321.83
25033,강원특별자치도 양양군 설악로 1868,219.43,105.32,321.83
25040,강원특별자치도 양양군 구룡령로 673,217.74,105.32,321.83
25037,강원특별자치도 양양군 용소길 49,210.07,105.32,321.83
25038,강원특별자치도 양양군 버들골길 116,226.51,105.32,321.83
25035,강원특별자치도 양양군 논화길 85,217.47,105.32,321.83
25036,강원특별자치도 양양군 고인돌길 200,217.45,105.32,321.83
25039,강원특별자치도 양양군 구룡령로 1906,205.49,105.32,321.83
25034,강원특별자치도 양양군 들돌길 244,217.11,105.32,321.83
25041,강원특별자치도 양양군 동명로 213,220.68,105.32,321.83
25044,강원특별자치도 양양군 동해대로 2463,219.4,105.32,321.83
25043,강원특별자치도 양양군 동해대로 2463,219.4,105.32,321.83
25042,강원특별자치도 양양군 재뫼길 71,225.96,105.32,321.83
25045,강원특별자치도 양양군 밀양고개길 14,255.49,105.32,321.83
25032,강원특별자치도 양양군 고노동길 98,219.36,105.32,321.83
25012,강원특별자치도 양양군 감동골로 180,218.81,105.32,321.83
25011,강원특별자치도 양양군 거마천로 350,218.53,105.32,321.83
25019,강원특별자치도 양양군 거마천로 172,216.7,105.32,321.83
25022,강원특별자치도 양양군 북문길 35,216.83,105.32,321.83
25021,강원특별자치도 양양군 미륵길 26,216.89,105.32,321.83
25023,강원특별자치도 양양군 북문길 50,216.36,105.32,321.83
25060,강원특별자치도 양양군 한고개길 42,216.9,105.32,321.83
25024,강원특별자치도 양양군 현산공원길 31,216.65,105.32,321.83
25013,강원특별자치도 양양군 정손길 211,221.67,105.32,321.83
25030,강원특별자치도 양양군 남문3길 14,217.44,105.32,321.83
25029,강원특별자치도 양양군 남문로 25,216.72,105.32,321.83
25031,강원특별자치도 양양군 양양로 23,217.43,105.32,321.83
25026,강원특별자치도 양양군 임천1길 26,215.67,105.32,321.83
25028,강원특별자치도 양양군 서문3길 13,216.11,105.32,321.83
25027,강원특별자치도 양양군 서문4길 14,215.82,105.32,321.83
25025,강원특별자치도 양양군 양양로 162,215.66,105.32,321.83
25018,강원특별자치도 양양군 한고개길 41,216.56,105.32,321.83
25020,강원특별자치도 양양군 송암길 27,217.64,105.32,321.83
25016,강원특별자치도 양양군 일출로 403,219.06,105.32,321.83
25017,강원특별자치도 양양군 동해대로 2747,219.16,105.32,321.83
25010,강원특별자치도 양양군 거마천로 528,219.27,105.32,321.83
25056,강원특별자치도 양양군 개매길 41,240.75,105.32,321.83
25057,강원특별자치도 양양군 동해대로 279,239.65,105.32,321.83
25058,강원특별자치도 양양군 원포2길 2,239.63,105.32,321.83
25053,강원특별자치도 양양군 동산큰길 44,243.8,105.32,321.83
25052,강원특별자치도 양양군 동해대로 967,261.34,105.32,321.83
25059,강원특별자치도 양양군 화상천로 1086,247.05,105.32,321.83
25055,강원특별자치도 양양군 해송천로 47,242.63,105.32,321.83
25054,강원특별자치도 양양군 해송천로 194,244.71,105.32,321.83
25047,강원특별자치도 양양군 기사문길 21,263.79,105.32,321.83
25048,강원특별자치도 양양군 한재길 377,261.02,105.32,321.83
25049,강원특별자치도 양양군 도리1길 73,226.83,105.32,321.83
25046,강원특별자치도 양양군 말곡길 53,253.9,105.32,321.83
25050,강원특별자치도 양양군 면옥치길 506,241.23,105.32,321.83
25051,강원특별자치도 양양군 어성전길 167,235.15,105.32,321.83
26245,강원특별자치도 영월군 강변로 1264,197.85,105.32,321.83
26247,강원특별자치도 영월군 내리계곡로 1107,214.28,105.32,321.83
26246,강원특별자치도 영월군 망경대산길 193,208.32,105.32,321.83
26217,강원특별자치도 영월군 광천길 113,184.79,105.32,321.83
26215,강원특별자치도 영월군 들골길 57,178.06,105.32,321.83
26216,강원특별자치도 영월군 영월로 641,177.89,105.32,321.83
26208,강원특별자치도 영월군 배나무길 47,184.9,105.32,321.83
26220,강원특별자치도 영월군 연당조전로 273,187.72,105.32,321.83
26218,강원특별자치도 영월군 별방창원로 1423,176.8,105.32,321.83
26219,강원특별자치도 영월군 토교로 125,173.48,105.32,321.83
26201,강원특별자치도 영월군 가메골길 35,163.2,105.32,321.83
26200,강원특별자치도 영월군 두산길 557,160.46,105.32,321.83
26209,강원특별자치도 영월군 밤재로 221,189.42,105.32,321.83
26210,강원특별자치도 영월군 시루산길 9,184.23,105.32,321.83
26214,강원특별자치도 영월군 삼방산길 25,191.65,105.32,321.83
26243,강원특별자치도 영월군 태백산로 1802,214.24,105.32,321.83
26242,강원특별자치도 영월군 영월로 3850,199.62,105.32,321.83
26244,강원특별자치도 영월군 직동로 216,214.87,105.32,321.83
26248,강원특별자치도 영월군 구래로 49,229.05,105.32,321.83
26222,강원특별자치도 영월군 동강로 1025,200.88,105.32,321.83
26231,강원특별자치도 영월군 덕포우회길 249,187.38,105.32,321.83
26229,강원특별자치도 영월군 중리2길 124,187.44,105.32,321.83
26221,강원특별자치도 영월군 동강로 1323,203.84,105.32,321.83
26226,강원특별자치도 영월군 선돌길 85,185.19,105.32,321.83
26239,강원특별자치도 영월군 청령포로 43,183.89,105.32,321.83
26225,강원특별자치도 영월군 영월로 1776,185.26,105.32,321.83
26223,강원특별자치도 영월군 동강로 604,196.71,105.32,321.83
26224,강원특별자치도 영월군 봉래산로 360,189.6,105.32,321.83
26230,강원특별자치도 영월군 영월로 2936,196.05,105.32,321.83
26228,강원특별자치도 영월군 내성길50번길 25,186.46,105.32,321.83
26232,강원특별자치도 영월군 중앙로 61,186.04,105.32,321.83
26227,강원특별자치도 영월군 영모전길 112,186.42,105.32,321.83
26233,강원특별자치도 영월군 단종로33번길 20,185.76,105.32,321.83
26236,강원특별자치도 영월군 요리골목길 23,185.73,105.32,321.83
26234,강원특별자치도 영월군 단종로15번길 48,185.69,105.32,321.83
26237,강원특별자치도 영월군 제방안길 45,185.64,105.32,321.83
26240,강원특별자치도 영월군 영월동로 924,191.39,105.32,321.83
26235,강원특별자치도 영월군 중앙로 10,185.43,105.32,321.83
26238,강원특별자치도 영월군 하송로 103,185.28,105.32,321.83
26241,강원특별자치도 영월군 점골길 30,190.74,105.32,321.83
26206,강원특별자치도 영월군 모내실길 95,174.63,105.32,321.83
26207,강원특별자치도 영월군 금용길 203,173.72,105.32,321.83
26204,강원특별자치도 영월군 느지내길 219,156.17,105.32,321.83
26205,강원특별자치도 영월군 신흥동길 221,165.09,105.32,321.83
26203,강원특별자치도 영월군 도천길 176,157.13,105.32,321.83
26202,강원특별자치도 영월군 평창강로 236,178.03,105.32,321.83
26211,강원특별자치도 영월군 광탄로 367,179.35,105.32,321.83
26212,강원특별자치도 영월군 서강로 769,175.57,105.32,321.83
26213,강원특별자치도 영월군 한반도로 418,180.42,105.32,321.83
26334,강원특별자치도 원주시 자은향길 92,118.37,105.32,321.83
26333,강원특별자치도 원주시 호저로 227,117.56,105.32,321.83
26314,강원특별자치도 원주시 가치래미길 14,116.42,105.32,321.83
26315,강원특별자치도 원주시 가현로 43,116.65,105.32,321.83
26443,강원특별자치도 원주시 치악로 1812,123.84,105.32,321.83
26448,강원특별자치도 원주시 서원대로 383,135.45,105.32,321.83
26446,강원특별자치도 원주시 개운로 30,136.38,105.32,321.83
26444,강원특별자치도 원주시 개운3길 45,136.76,105.32,321.83
