ZipCode,avg_cost,avg_cost_per_km
03170,,
03171,30000.0,1111.111111111111
03172,,
03185,25000.0,1086.9565217391305
03186,,
03187,25000.0,925.925925925926
03504,,
03722,25000.0,961.5384615384615
03723,31666.666666666668,1378.9682539682537
03737,40000.0,1111.111111111111
03753,25000.0,694.4444444444445
03760,,
03765,25000.0,757.5757575757575
03909,25000.0,1136.3636363636363
03921,30000.0,1500.0
03922,,
03923,33166.666666666664,1658.3333333333333
03924,31538.46153846154,1576.923076923077
03925,25000.0,1250.0
03926,30000.0,1363.6363636363637
04152,25000.0,1250.0
04156,40000.0,1818.1818181818182
04157,40000.0,1904.7619047619048
04212,25000.0,1250.0
04315,40000.0,1818.1818181818182
04363,,
04386,40000.0,1290.3225806451612
04509,50000.0,2000.0
04520,30961.53846153846,1146.7236467236467
04521,30000.0,1111.111111111111
04527,,
04528,35000.0,1590.909090909091
04531,60000.0,2222.222222222222
04539,35000.0,1590.909090909091
04542,,
04553,25000.0,961.5384615384615
04555,35000.0,1000.0
04627,40000.0,1481.4814814814815
04631,35000.0,1590.909090909091
04763,36666.666666666664,894.308943089431
04778,35000.0,875.0
04784,42500.0,1148.6486486486485
04793,,
04799,37500.0,1041.6666666666665
05006,,
05103,,
05202,,
05277,,
05288,35000.0,555.5555555555555
05385,50000.0,877.1929824561404
05387,35000.0,573.7704918032787
05510,40000.0,869.5652173913044
05545,,
05666,,
05717,40000.0,816.3265306122449
05836,34000.0,772.7272727272727
05840,50000.0,1162.7906976744187
05854,40000.0,816.3265306122449
06027,25000.0,657.8947368421053
06045,35000.0,1166.6666666666665
06047,37500.0,1171.875
06050,37500.0,1209.6774193548385
06053,25000.0,781.25
06060,,
06068,30000.0,750.0
06069,,
06072,,
06080,,
06101,32409.090909090908,771.6450216450216
06132,46666.666666666664,1166.6666666666667
06133,,
06139,35000.0,875.0
06155,70000.0,1666.6666666666667
06162,,
06164,,
06171,,
06179,25000.0,595.2380952380952
06180,25000.0,531.9148936170212
06182,,
06210,35000.0,1029.4117647058824
06211,,
06225,30000.0,638.2978723404256
06234,37500.0,937.5
06235,60000.0,1935.483870967742
06236,37916.666666666664,947.9166666666666
06237,,
06245,60000.0,1363.6363636363637
06259,,
06351,,
06364,30000.0,750.0
06501,35000.0,1590.909090909091
06520,,
06595,28125.0,969.8275862068965
06606,69000.0,1815.7894736842104
06608,25000.0,781.25
06611,35000.0,921.0526315789474
06619,30000.0,833.3333333333334
06647,,
06655,,
06672,,
06705,,
06707,,
06724,26666.666666666668,666.6666666666666
06725,30000.0,857.1428571428571
06754,,
06763,60000.0,1621.6216216216217
06771,,
06772,,
07062,,
07063,,
07071,25000.0,1562.5
07207,25000.0,1562.5
07217,30000.0,1875.0
07228,,
07237,21875.0,1093.75
07242,20000.0,1052.6315789473683
07247,,
07251,25000.0,1562.5
07285,,
07292,25000.0,1562.5
07293,,
07305,,
07320,25000.0,1785.7142857142856
07321,,
07326,20000.0,1333.3333333333333
07330,25000.0,1315.7894736842106
07345,25000.0,1388.888888888889
07378,20000.0,1666.6666666666667
07379,,
07505,30000.0,1428.5714285714287
07516,,
07523,,
07532,20000.0,1250.0
07547,15000.0,937.5
07583,27500.0,1833.3333333333335
07646,19000.0,1266.6666666666665
07648,30000.0,1875.0
07793,23125.0,1445.3125
07796,25750.0,1839.2857142857142
07801,,
07900,20000.0,2500.0
07974,,
07991,27000.0,2076.923076923077
07994,20750.0,1886.363636363636
08013,,
08213,30000.0,2307.6923076923076
08362,,
08378,23750.0,2159.090909090909
08382,,
08389,24062.5,2406.25
08390,,
08500,17500.0,1944.4444444444443
08501,20000.0,2000.0
08503,15000.0,1666.6666666666667
08504,22500.0,2250.0
08507,16666.666666666668,1666.6666666666667
08510,20000.0,1000.0
08511,30000.0,2727.2727272727275
08513,28333.333333333332,2575.757575757576
08533,,
08588,,
08589,15000.0,1666.6666666666667
08704,20000.0,1428.5714285714287
08708,39444.444444444445,2465.277777777778
08741,,
08768,25000.0,2272.727272727273
08780,27500.0,1833.3333333333335
08806,,
08826,,
08846,20000.0,1333.3333333333333
