SLA,Vehicle,vehicle_count,avg_travel_time,vehicle_ratio
NBD,labor,16,157.9375,0.5
NBD,motor,16,114.8125,0.5
Urgent,labor,261,267.6858237547893,0.33896103896103896
Urgent,motor,476,125.38655462184875,0.6181818181818182
Urgent,truck,33,689.5757575757576,0.04285714285714286
